compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:LDRYOEIGQCIMEK-UHFFFAOYSA-N,LDRYOEIGQCIMEK-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LDYJXVUOVPVZKA-UHFFFAOYSA-N,LDYJXVUOVPVZKA-UHFFFAOYSA-N,0,c1ccc(NCc2cccs2)cc1,CMP:LDYJXVUOVPVZKA-UHFFFAOYSA-N,1
CMP:LFHISGNCFUNFFM-UHFFFAOYSA-N,LFHISGNCFUNFFM-UHFFFAOYSA-N,0,,CMP:LFHISGNCFUNFFM-UHFFFAOYSA-N,2
CMP:LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,0,,CMP:LFQSCWFLJHTTHZ-UHFFFAOYSA-N,3
CMP:LFTUYYPQNCJQGN-UHFFFAOYSA-N,LFTUYYPQNCJQGN-UHFFFAOYSA-N,0,c1c[nH]cn1,CMP:AQIXAKUUQRKLND-UHFFFAOYSA-N,2
CMP:LGRFSURHDFAFJT-UHFFFAOYSA-N,LGRFSURHDFAFJT-UHFFFAOYSA-N,0,O=C1OC(=O)c2ccccc21,CMP:LGRFSURHDFAFJT-UHFFFAOYSA-N,4
CMP:LGXVIGDEPROXKC-UHFFFAOYSA-N,LGXVIGDEPROXKC-UHFFFAOYSA-N,0,,CMP:LGXVIGDEPROXKC-UHFFFAOYSA-N,1
CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N,LHRCREOYAASXPZ-UHFFFAOYSA-N,1,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,CMP:LHRCREOYAASXPZ-UHFFFAOYSA-N,0
CMP:LIAWQASKBFCRNR-UHFFFAOYSA-N,LIAWQASKBFCRNR-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LLROQAGEAVDYFP-MDZDMXLPSA-N,LLROQAGEAVDYFP-MDZDMXLPSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LMBWSYZSUOEYSN-UHFFFAOYSA-N,LMBWSYZSUOEYSN-UHFFFAOYSA-N,0,,CMP:LMBWSYZSUOEYSN-UHFFFAOYSA-N,2
CMP:LMIMSGCBKHFTDY-UHFFFAOYSA-N,LMIMSGCBKHFTDY-UHFFFAOYSA-N,1,,CMP:LMIMSGCBKHFTDY-UHFFFAOYSA-N,2
CMP:LNOUMTOCQWMBOJ-UHFFFAOYSA-N,LNOUMTOCQWMBOJ-UHFFFAOYSA-N,0,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LNXOGILCIQPLRX-UHFFFAOYSA-N,LNXOGILCIQPLRX-UHFFFAOYSA-N,1,c1csc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,CMP:LNXOGILCIQPLRX-UHFFFAOYSA-N,4
CMP:LOVDWMTZZYUFMA-UHFFFAOYSA-N,LOVDWMTZZYUFMA-UHFFFAOYSA-N,0,C1C2CC3C1C1C2C2C4OC4C1C32,CMP:LOVDWMTZZYUFMA-UHFFFAOYSA-N,3
CMP:LPYUENQFPVNPHY-UHFFFAOYSA-N,LPYUENQFPVNPHY-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LPYXWGMUVRGUOY-REOHCLBHSA-N,LPYXWGMUVRGUOY-REOHCLBHSA-N,0,c1ccoc1,CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,4
CMP:LPYXWGMUVRGUOY-UWTATZPHSA-N,LPYXWGMUVRGUOY-UWTATZPHSA-N,0,c1ccoc1,CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,4
CMP:LQKRYVGRPXFFAV-UHFFFAOYSA-N,LQKRYVGRPXFFAV-UHFFFAOYSA-N,0,c1ccc(C2CO2)cc1,CMP:AWMVMTVKBNGEAK-UHFFFAOYSA-N,1
CMP:LQNUZADURLCDLV-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LRBQNJMCXXYXIU-QWKBTXIPSA-N,LRBQNJMCXXYXIU-QWKBTXIPSA-N,0,O=C(OCC1OC(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C1OC(=O)c1cccc(OC(=O)c2ccccc2)c1)c1cccc(OC(=O)c2ccccc2)c1,CMP:LRBQNJMCXXYXIU-QWKBTXIPSA-N,4
CMP:LRWHHSXTGZSMSN-UHFFFAOYSA-N,LRWHHSXTGZSMSN-UHFFFAOYSA-N,0,C1=CC2CC1C1COCC21,CMP:LRWHHSXTGZSMSN-UHFFFAOYSA-N,1
CMP:LSLCMDFPNJQMJN-UHFFFAOYSA-N,LSLCMDFPNJQMJN-UHFFFAOYSA-N,1,,CMP:LSLCMDFPNJQMJN-UHFFFAOYSA-N,1
CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N,LSWOCDLIYSKTRX-UHFFFAOYSA-N,1,,CMP:LSWOCDLIYSKTRX-UHFFFAOYSA-N,3
CMP:LSWYGACWGAICNM-UHFFFAOYSA-N,LSWYGACWGAICNM-UHFFFAOYSA-N,0,C1CO1,CMP:CTKINSOISVBQLD-UHFFFAOYSA-N,1
CMP:LTINPJMVDKPJJI-UHFFFAOYSA-N,LTINPJMVDKPJJI-UHFFFAOYSA-N,0,C1COCO1,CMP:LTINPJMVDKPJJI-UHFFFAOYSA-N,2
CMP:LUMLZKVIXLWTCI-IHWYPQMZSA-N,LUMLZKVIXLWTCI-IHWYPQMZSA-N,0,,CMP:LUMLZKVIXLWTCI-IHWYPQMZSA-N,3
CMP:LUQHAHRMUPOTQK-UHFFFAOYSA-N,LUQHAHRMUPOTQK-UHFFFAOYSA-N,0,c1ccc(NCc2ccco2)nc1,CMP:LUQHAHRMUPOTQK-UHFFFAOYSA-N,4
CMP:LUSZGTFNYDARNI-UHFFFAOYSA-N,LUSZGTFNYDARNI-UHFFFAOYSA-N,1,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:LUYISICIYVKBTA-UHFFFAOYSA-N,LUYISICIYVKBTA-UHFFFAOYSA-N,0,c1ccc2ncccc2c1,CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,1
CMP:LVLANIHJQRZTPY-UHFFFAOYSA-N,LVLANIHJQRZTPY-UHFFFAOYSA-N,1,,CMP:LVLANIHJQRZTPY-UHFFFAOYSA-N,0
CMP:LVTFSVIRYMXRSR-WUKNDPDISA-N,LVTFSVIRYMXRSR-WUKNDPDISA-N,1,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:LVTYICIALWPMFW-UHFFFAOYSA-N,LVTYICIALWPMFW-UHFFFAOYSA-N,0,,CMP:LVTYICIALWPMFW-UHFFFAOYSA-N,1
CMP:LWICCBMIAPTSTO-UHFFFAOYSA-N,LWICCBMIAPTSTO-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:LXBGSDVWAMZHDD-UHFFFAOYSA-N,LXBGSDVWAMZHDD-UHFFFAOYSA-N,1,c1c[nH]cn1,CMP:AQIXAKUUQRKLND-UHFFFAOYSA-N,2
CMP:LYAHJFZLDZDIOH-UHFFFAOYSA-N,LYAHJFZLDZDIOH-UHFFFAOYSA-N,1,C(=Cc1ccco1)c1ccco1,CMP:LYAHJFZLDZDIOH-UHFFFAOYSA-N,2
CMP:LYCAIKOWRPUZTN-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,0,,CMP:LYCAIKOWRPUZTN-UHFFFAOYSA-N,2
CMP:LYVDQJOFFUOJJT-UHFFFAOYSA-N,LYVDQJOFFUOJJT-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LZCJYKSOIZQABU-UHFFFAOYSA-N,LZCJYKSOIZQABU-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LZCQFJKUAIWHRW-UHFFFAOYSA-N,LZCQFJKUAIWHRW-UHFFFAOYSA-N,1,O=C1CCC(c2ccc3c(c2)CC(=O)N3)=NN1,CMP:LZCQFJKUAIWHRW-UHFFFAOYSA-N,4
CMP:MATYBIXNDNXYMI-UHFFFAOYSA-N,MATYBIXNDNXYMI-UHFFFAOYSA-N,1,,CMP:MATYBIXNDNXYMI-UHFFFAOYSA-N,1
CMP:MBDNRNMVTZADMQ-UHFFFAOYSA-N,MBDNRNMVTZADMQ-UHFFFAOYSA-N,0,O=S1(=O)CC=CC1,CMP:MBDNRNMVTZADMQ-UHFFFAOYSA-N,3
CMP:MCJGNVYPOGVAJF-UHFFFAOYSA-N,MCJGNVYPOGVAJF-UHFFFAOYSA-N,0,c1ccc2ncccc2c1,CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,1
CMP:MCSAJNNLRCFZED-UHFFFAOYSA-N,MCSAJNNLRCFZED-UHFFFAOYSA-N,0,,CMP:MCSAJNNLRCFZED-UHFFFAOYSA-N,4
CMP:MCWXGJITAZMZEV-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,0,,CMP:MCWXGJITAZMZEV-UHFFFAOYSA-N,1
CMP:MDACSTFMCAQQET-UHFFFAOYSA-N,MDACSTFMCAQQET-UHFFFAOYSA-N,1,O=C1NCCO1,CMP:CWPDWGWHFVCTQM-UHFFFAOYSA-N,3
CMP:MHKLKWCYGIBEQF-UHFFFAOYSA-N,MHKLKWCYGIBEQF-UHFFFAOYSA-N,0,c1ccc2sc(SN3CCOCC3)nc2c1,CMP:MHKLKWCYGIBEQF-UHFFFAOYSA-N,2
CMP:MIJJGTDCQRHTPM-PLNGDYQASA-N,MIJJGTDCQRHTPM-PLNGDYQASA-N,1,,CMP:MIJJGTDCQRHTPM-PLNGDYQASA-N,3
CMP:MIWUTEVJIISHCP-UHFFFAOYSA-N,MIWUTEVJIISHCP-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MKQWTWSXVILIKJ-LXGUWJNJSA-N,MKQWTWSXVILIKJ-LXGUWJNJSA-N,1,,CMP:MKQWTWSXVILIKJ-LXGUWJNJSA-N,0
CMP:MLGCXEBRWGEOQX-UHFFFAOYSA-N,MLGCXEBRWGEOQX-UHFFFAOYSA-N,0,O=S(=O)(c1ccccc1)c1ccccc1,CMP:AMTPYFGPPVFBBI-UHFFFAOYSA-N,1
CMP:MLUCVPSAIODCQM-NSCUHMNNSA-N,MLUCVPSAIODCQM-NSCUHMNNSA-N,1,,CMP:MLUCVPSAIODCQM-NSCUHMNNSA-N,2
CMP:MLVVTNIFHMERMU-UHFFFAOYSA-N,MLVVTNIFHMERMU-UHFFFAOYSA-N,0,O=c1[nH]cc[nH]1,CMP:JYCWIWQCLCVCDK-UHFFFAOYSA-N,1
CMP:MMOXZBCLCQITDF-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MNIGYIKCFSPQRJ-UHFFFAOYSA-N,MNIGYIKCFSPQRJ-UHFFFAOYSA-N,1,,CMP:MNIGYIKCFSPQRJ-UHFFFAOYSA-N,4
CMP:MOGASTIXMIUDMK-UHFFFAOYSA-N,MOGASTIXMIUDMK-UHFFFAOYSA-N,1,C1=Cc2ccccc2NC1,CMP:DECIPOUIJURFOJ-UHFFFAOYSA-N,4
CMP:MOMKQYRYLQUFMV-UHFFFAOYSA-N,MOMKQYRYLQUFMV-UHFFFAOYSA-N,1,N=c1[nH]c(CSCCNc2cnsn2)cs1,CMP:MOMKQYRYLQUFMV-UHFFFAOYSA-N,1
CMP:MPIROZKBCRIFBH-UHFFFAOYSA-N,MPIROZKBCRIFBH-UHFFFAOYSA-N,1,C1CNCCN1,CMP:CVTIZMOISGMZRJ-UHFFFAOYSA-N,4
CMP:MPKIJEUTPZPJFP-UHFFFAOYSA-N,MPKIJEUTPZPJFP-UHFFFAOYSA-N,1,c1ccc(Oc2ccccc2)cc1,CMP:HLBLWEWZXPIGSM-UHFFFAOYSA-N,2
CMP:MPVDXIMFBOLMNW-UHFFFAOYSA-N,MPVDXIMFBOLMNW-UHFFFAOYSA-N,0,c1ccc(N=Nc2cccc3ccccc23)cc1,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,1
CMP:MRBKEAMVRSLQPH-UHFFFAOYSA-N,MRBKEAMVRSLQPH-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MROJXXOCABQVEF-UHFFFAOYSA-N,MROJXXOCABQVEF-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MVGSNCBCUWPVDA-UHFFFAOYSA-N,MVGSNCBCUWPVDA-UHFFFAOYSA-N,0,C1=Cc2ccccc2C1=Cc1ccccc1,CMP:MVGSNCBCUWPVDA-UHFFFAOYSA-N,3
CMP:MVPPADPHJFYWMZ-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MVWPTZQHBOWRTF-SMLWLWDZSA-N,MVWPTZQHBOWRTF-SMLWLWDZSA-N,1,C1=CC2CCCN2C1,CMP:MVWPTZQHBOWRTF-SMLWLWDZSA-N,3
CMP:MWJSMPQOVHQYTE-UHFFFAOYSA-N,MWJSMPQOVHQYTE-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:MWQCHHACWWAQLJ-UHFFFAOYSA-N,MWQCHHACWWAQLJ-UHFFFAOYSA-N,0,O=C1CN=C(c2ccccc2)c2ccccc2N1CC1CC1,CMP:MWQCHHACWWAQLJ-UHFFFAOYSA-N,4
CMP:MWRWFPQBGSZWNV-UHFFFAOYSA-N,MWRWFPQBGSZWNV-UHFFFAOYSA-N,0,C1NCN2CNCN1C2,CMP:MWRWFPQBGSZWNV-UHFFFAOYSA-N,1
CMP:MWYHLEQJTQJHSS-UHFFFAOYSA-N,MWYHLEQJTQJHSS-UHFFFAOYSA-N,1,c1ccc(OCCCCc2nn[nH]n2)cc1,CMP:MWYHLEQJTQJHSS-UHFFFAOYSA-N,3
CMP:MXWJVTOOROXGIU-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,0,c1ncncn1,CMP:MXWJVTOOROXGIU-UHFFFAOYSA-N,3
CMP:MYEIDJPOUKASEC-UHFFFAOYSA-N,MYEIDJPOUKASEC-UHFFFAOYSA-N,1,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:MZHCENGPTKEIGP-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NALFRYPTRXKZPN-UHFFFAOYSA-N,NALFRYPTRXKZPN-UHFFFAOYSA-N,0,C1CCCCC1,CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,3
CMP:NALZTFARIYUCBY-UHFFFAOYSA-N,NALZTFARIYUCBY-UHFFFAOYSA-N,0,,CMP:NALZTFARIYUCBY-UHFFFAOYSA-N,2
CMP:NAYYNDKKHOIIOD-UHFFFAOYSA-N,NAYYNDKKHOIIOD-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NBFMTHWVRBOVPE-UHFFFAOYSA-N,NBFMTHWVRBOVPE-UHFFFAOYSA-N,0,c1ccc2c(c1)Oc1ccccc1O2,CMP:HGUFODBRKLSHSI-UHFFFAOYSA-N,1
CMP:NBZBKCUXIYYUSX-UHFFFAOYSA-N,NBZBKCUXIYYUSX-UHFFFAOYSA-N,0,,CMP:NBZBKCUXIYYUSX-UHFFFAOYSA-N,3
CMP:NCKMMSIFQUPKCK-UHFFFAOYSA-N,NCKMMSIFQUPKCK-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:NCXMLFZGDNKEPB-BFDQZDGFSA-N,NCXMLFZGDNKEPB-BFDQZDGFSA-N,0,O=C1C=CC2OC2CCCC2CCCC(CC(OC3CCCCO3)C=CC=CC=CC=CCCO1)O2,CMP:NCXMLFZGDNKEPB-BFDQZDGFSA-N,4
CMP:NDAUXUAQIAJITI-UHFFFAOYSA-N,NDAUXUAQIAJITI-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NEBPTMCRLHKPOB-UHFFFAOYSA-N,NEBPTMCRLHKPOB-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:NEHWGXHBNGZJNY-PTNGSMBKSA-N,NEHWGXHBNGZJNY-PTNGSMBKSA-N,1,O=C1C=CCCC(=O)OCC2=CC[NH+]3CCC(O1)C23,CMP:NEHWGXHBNGZJNY-PTNGSMBKSA-N,0
CMP:NFBOHOGPQUYFRF-UHFFFAOYSA-N,NFBOHOGPQUYFRF-UHFFFAOYSA-N,0,c1ccc2c(c1)Oc1ccccc1O2,CMP:HGUFODBRKLSHSI-UHFFFAOYSA-N,1
CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N,NGHTXZCKLWZPGK-UHFFFAOYSA-N,0,O=C(CN1CCCC1=O)Nc1ccccc1,CMP:NGHTXZCKLWZPGK-UHFFFAOYSA-N,1
CMP:NHUHCSRWZMLRLA-UHFFFAOYSA-N,NHUHCSRWZMLRLA-UHFFFAOYSA-N,0,O=S(=O)(Nc1ccno1)c1ccccc1,CMP:NHUHCSRWZMLRLA-UHFFFAOYSA-N,2
CMP:NIOPZPCMRQGZCE-UHFFFAOYSA-N,NIOPZPCMRQGZCE-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NIPDVSLAMPAWTP-UHFFFAOYSA-N,NIPDVSLAMPAWTP-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NIRHEGBBHNJANV-UHFFFAOYSA-N,NIRHEGBBHNJANV-UHFFFAOYSA-N,0,C1COCCN1,CMP:BZXUQIDKDGGYPB-UHFFFAOYSA-N,1
CMP:NIXOWILDQLNWCW-UHFFFAOYSA-N,NIXOWILDQLNWCW-UHFFFAOYSA-N,0,,CMP:NIXOWILDQLNWCW-UHFFFAOYSA-N,3
CMP:NLHHRLWOUZZQLW-UHFFFAOYSA-N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,1,,CMP:NLHHRLWOUZZQLW-UHFFFAOYSA-N,2
CMP:NLJASJZSFGKTQT-UHFFFAOYSA-N,NLJASJZSFGKTQT-UHFFFAOYSA-N,1,,CMP:NLJASJZSFGKTQT-UHFFFAOYSA-N,4
CMP:NLZUEZXRPGMBCV-UHFFFAOYSA-N,NLZUEZXRPGMBCV-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:NMLIDGSGENKDLB-UHFFFAOYSA-N,NMLIDGSGENKDLB-UHFFFAOYSA-N,1,,CMP:NMLIDGSGENKDLB-UHFFFAOYSA-N,1
CMP:NMPVEAUIHMEAQP-UHFFFAOYSA-N,NMPVEAUIHMEAQP-UHFFFAOYSA-N,0,,CMP:NMPVEAUIHMEAQP-UHFFFAOYSA-N,4
CMP:NMUSYJAQQFHJEW-KVTDHHQDSA-N,NMUSYJAQQFHJEW-KVTDHHQDSA-N,1,O=c1ncncn1C1CCCO1,CMP:NMUSYJAQQFHJEW-KVTDHHQDSA-N,3
CMP:NNJPGOLRFBJNIW-HNNXBMFYSA-N,NNJPGOLRFBJNIW-HNNXBMFYSA-N,0,O=c1cccc2c(c1)CCCc1ccccc1-2,CMP:NNJPGOLRFBJNIW-HNNXBMFYSA-N,1
CMP:NNYBQONXHNTVIJ-UHFFFAOYSA-N,NNYBQONXHNTVIJ-UHFFFAOYSA-N,0,c1ccc2c3c([nH]c2c1)COCC3,CMP:NNYBQONXHNTVIJ-UHFFFAOYSA-N,2
CMP:NOLAXNLVEYHWHM-FPLPWBNLSA-N,NOLAXNLVEYHWHM-FPLPWBNLSA-N,1,,CMP:NOLAXNLVEYHWHM-FPLPWBNLSA-N,0
CMP:NOMAVCLLBXUQRD-UHFFFAOYSA-N,NOMAVCLLBXUQRD-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:NOOLISFMXDJSKH-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,0,C1CCCCC1,CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,3
CMP:NOWKCMXCCJGMRR-UHFFFAOYSA-N,NOWKCMXCCJGMRR-UHFFFAOYSA-N,1,C1CN1,CMP:NOWKCMXCCJGMRR-UHFFFAOYSA-N,2
CMP:NQQVFXUMIDALNH-UHFFFAOYSA-N,NQQVFXUMIDALNH-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:NTUQAPWIPIIWLT-UHFFFAOYSA-N,NTUQAPWIPIIWLT-UHFFFAOYSA-N,1,O=C1CCNC(=O)N1,CMP:NTUQAPWIPIIWLT-UHFFFAOYSA-N,4
CMP:NUFNQYOELLVIPL-UHFFFAOYSA-N,NUFNQYOELLVIPL-UHFFFAOYSA-N,1,c1ccc(Oc2ccccc2)cc1,CMP:HLBLWEWZXPIGSM-UHFFFAOYSA-N,2
CMP:NYPJDWWKZLNGGM-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,0,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1,CMP:NYPJDWWKZLNGGM-UHFFFAOYSA-N,3
CMP:NYTOUQBROMCLBJ-UHFFFAOYSA-N,NYTOUQBROMCLBJ-UHFFFAOYSA-N,1,,CMP:NYTOUQBROMCLBJ-UHFFFAOYSA-N,4
CMP:OALHHIHQOFIMEF-UHFFFAOYSA-N,OALHHIHQOFIMEF-UHFFFAOYSA-N,0,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,CMP:OALHHIHQOFIMEF-UHFFFAOYSA-N,4
CMP:ODCWYMIRDDJXKW-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,0,c1ncncn1,CMP:MXWJVTOOROXGIU-UHFFFAOYSA-N,3
CMP:OECTYKWYRCHAKR-UHFFFAOYSA-N,OECTYKWYRCHAKR-UHFFFAOYSA-N,0,C1CC2OC2CC1C1CO1,CMP:OECTYKWYRCHAKR-UHFFFAOYSA-N,1
CMP:OEJNXTAZZBRGDN-UHFFFAOYSA-N,OEJNXTAZZBRGDN-UHFFFAOYSA-N,1,C=C1CC2CCC1C2,CMP:HBQPGVWPSQGTJK-TWELXNIESA-N,4
CMP:OELWBYBVFOLSTA-UHFFFAOYSA-N,OELWBYBVFOLSTA-UHFFFAOYSA-N,1,,CMP:OELWBYBVFOLSTA-UHFFFAOYSA-N,1
CMP:OENHQHLEOONYIE-JLTXGRSLSA-N,OENHQHLEOONYIE-JLTXGRSLSA-N,0,C(=CC=CC=CC=CC=CC1=CCCCC1)C=CC=CC=CC=CC1=CCCCC1,CMP:OENHQHLEOONYIE-JLTXGRSLSA-N,2
CMP:OEYIOHPDSNJKLS-UHFFFAOYSA-N,OEYIOHPDSNJKLS-UHFFFAOYSA-N,0,,CMP:OEYIOHPDSNJKLS-UHFFFAOYSA-N,3
CMP:OFLXLNCGODUUOT-UHFFFAOYSA-N,OFLXLNCGODUUOT-UHFFFAOYSA-N,1,,CMP:OFLXLNCGODUUOT-UHFFFAOYSA-N,3
CMP:OGRXKBUCZFFSTL-UHFFFAOYSA-N,OGRXKBUCZFFSTL-UHFFFAOYSA-N,1,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:OHDJGZUFFIQWCM-UHFFFAOYSA-N,OHDJGZUFFIQWCM-UHFFFAOYSA-N,1,,CMP:OHDJGZUFFIQWCM-UHFFFAOYSA-N,0
CMP:OHJIOGJOUIOUTD-UHFFFAOYSA-N,OHJIOGJOUIOUTD-UHFFFAOYSA-N,0,,CMP:OHJIOGJOUIOUTD-UHFFFAOYSA-N,4
CMP:OHMHBGPWCHTMQE-UHFFFAOYSA-N,OHMHBGPWCHTMQE-UHFFFAOYSA-N,1,,CMP:OHMHBGPWCHTMQE-UHFFFAOYSA-N,2
CMP:OHXAOPZTJOUYKM-UHFFFAOYSA-N,OHXAOPZTJOUYKM-UHFFFAOYSA-N,1,,CMP:OHXAOPZTJOUYKM-UHFFFAOYSA-N,4
CMP:OJLOPKGSLYJEMD-URPKTTJQSA-N,OJLOPKGSLYJEMD-URPKTTJQSA-N,0,O=C1CCCC1,CMP:OJLOPKGSLYJEMD-URPKTTJQSA-N,1
CMP:OJYGBLRPYBAHRT-IPQSZEQASA-N,OJYGBLRPYBAHRT-IPQSZEQASA-N,0,C1CC2OCOC2O1,CMP:OJYGBLRPYBAHRT-IPQSZEQASA-N,2
CMP:OKJPEAGHQZHRQV-UHFFFAOYSA-N,OKJPEAGHQZHRQV-UHFFFAOYSA-N,0,,CMP:OKJPEAGHQZHRQV-UHFFFAOYSA-N,3
CMP:OMDNEQQMLDYBTR-UHFFFAOYSA-N,OMDNEQQMLDYBTR-UHFFFAOYSA-N,1,C1CSCCN1,CMP:OMDNEQQMLDYBTR-UHFFFAOYSA-N,1
CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N,OMPJBNCRMGITSC-UHFFFAOYSA-N,0,O=C(OOC(=O)c1ccccc1)c1ccccc1,CMP:OMPJBNCRMGITSC-UHFFFAOYSA-N,4
CMP:ONKUMRGIYFNPJW-KIEAKMPYSA-N,ONKUMRGIYFNPJW-KIEAKMPYSA-N,0,C1=C2CCC3C4CCCC4CCC3C2CCC1,CMP:ONKUMRGIYFNPJW-KIEAKMPYSA-N,3
CMP:ONWXNHPOAGOMTG-UHFFFAOYSA-N,ONWXNHPOAGOMTG-UHFFFAOYSA-N,0,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,CMP:ONWXNHPOAGOMTG-UHFFFAOYSA-N,1
CMP:OPNPQXLQERQBBV-UHFFFAOYSA-N,OPNPQXLQERQBBV-UHFFFAOYSA-N,0,,CMP:OPNPQXLQERQBBV-UHFFFAOYSA-N,2
CMP:OQIQSTLJSLGHID-WNWIJWBNSA-N,OQIQSTLJSLGHID-WNWIJWBNSA-N,1,O=C1CCc2c1c(=O)oc1c3c(ccc21)OC1OC=CC31,CMP:OQIQSTLJSLGHID-WNWIJWBNSA-N,3
