compound_id,dataset_role,record_count,record_keys_json,source_labels_json,clear_positive_count,clear_negative_count,nonbinary_count,discordant_nonclear_count,has_discordant_nonclear_evidence,exact_duplicate_class
CMP:UWWNOBIHFJLOSY-UHFFFAOYSA-N,external,1,"[""REC:8692ed2b854a767593ba416e6d9cceca86fef2e62181f61959872cec0ce62989""]",[],0,0,1,0,false,single_record
CMP:UWZYBQXLLFWIQG-UHFFFAOYSA-N,external,1,"[""REC:131a69086d288a67a838b34939c5140f747c71875e208098bfeed2fba53d08c3""]",[],0,0,1,0,false,single_record
CMP:UXADOQPNKNTIHB-UHFFFAOYSA-N,development,1,"[""REC:23c376bf557dd415ba5e7cc260edbd208e514e678065f7542192e693294d767a""]","[""C (Possible human carcinogen)""]",0,0,1,0,false,single_record
CMP:UXAKYQHJRPCIOZ-UHFFFAOYSA-N,external,1,"[""REC:bb96d7e99300d56f3b6d832310f6a96ef3d66e660080b107db348f301a597069""]",[],0,0,1,0,false,single_record
CMP:UXANCUHUYCACQV-UHFFFAOYSA-N,external,1,"[""REC:4789994e1fb8048a932b8dd4ddba11b7a84b834643267639852954b1b4547ce6""]",[],0,0,1,0,false,single_record
CMP:UXDAAYMFPFYGMU-UHFFFAOYSA-N,external,1,"[""REC:5291fdaec9bd241e03134485d8035825551a5e9bda9579b2601903edc8388101""]",[],0,0,1,0,false,single_record
CMP:UXDAWVUDZLBBAM-UHFFFAOYSA-N,external,1,"[""REC:4453d42feb0e81e6a126d8988d730e667c8826f2b3a57bc5e2cb35e40a864f97""]",[],0,0,1,0,false,single_record
CMP:UXDDRFCJKNROTO-UHFFFAOYSA-N,external,2,"[""REC:a82d0376b94eee9a977f7351b82336a291fffadd323447e83591e0c1b0083545"",""REC:ba41a51245298e696cebd45b5171dd84d4ad36f4da58a5e58e98d0e202166563""]",[],0,0,2,0,false,multiple_nonbinary_only
CMP:UXDPXZQHTDAXOZ-STOIETHLSA-N,external,1,"[""REC:e1b70c23496d18e98252f075d41c40509f72fa7bec66fc079b7377b8270f5453""]",[],0,0,1,0,false,single_record
CMP:UXIGZRQVLGFTOU-VQXQMPIVSA-N,external,1,"[""REC:25387c3bf23d88c5ff34f261d1d8776822ff3aa0852ea6f3a794c92ab21d8a44""]",[],0,0,1,0,false,single_record
CMP:UXOOFXUEODCAIP-UHFFFAOYSA-N,external,1,"[""REC:0892201906b74af83a1b35f741346def7e12963976806f0ac6c0a8e06802b18e""]",[],0,0,1,0,false,single_record
CMP:UXOXUHMFQZEAFR-UHFFFAOYSA-N,development,6,"[""REC:1b509c76181f7ed77e41999b9c5c737ba3c677decb687868451394abfcbfb3fd"",""REC:24307c9b2f4335c0f2219cb1b739467b249207c8198780970e26c824f2fda386"",""REC:2a0691760a943a64f335f6fb353e35d2cad2aab27263dd7ebfefa61e265676b6"",""REC:602e5dcc03c7b98d41624eedf813799718ff935d72b1bca55d9e016de1776e70"",""REC:af274b0db5ab2db111b4eee362cc5ec7c1d840fdae7df1d83fcadc99f6695fff"",""REC:de2d03771346bcc36b7ff4ea4147655bd3b36a14d59f65cc27b54604f12604a4""]","[""0""]",0,0,6,0,false,multiple_nonbinary_only
CMP:UXPPWWDDJJMMKE-UHFFFAOYSA-N,external,1,"[""REC:3ccc93c9f36dbcf601331aa51f7ffb918a488fdad5299081e0e54209011b1ec4""]",[],0,0,1,0,false,single_record
CMP:UXPUMTCLHVWFKC-UHFFFAOYSA-N,external,1,"[""REC:01da9df9aa07c1beea185c9832e6a01f89ba35f21e25371c74b01b5ff0cc751d""]",[],0,0,1,0,false,single_record
CMP:UXXUKAUVZDUJQN-UHFFFAOYSA-N,external,1,"[""REC:3a288d2aa988d220195966ccf488132691d5fffd6fab744163a7829530458952""]",[],0,0,1,0,false,single_record
CMP:UXZMENDRKLBIQW-UHFFFAOYSA-N,external,1,"[""REC:f13d6d8343dd5a65e14c2d72f67e1460a908b8a901a18f648ca8fa68f2e817a1""]",[],0,0,1,0,false,single_record
CMP:UYCFCAVXNYCTFY-UHFFFAOYSA-N,external,1,"[""REC:621202e8524d47d4da6daa42326d559b7b961f24e972831c57f1aeb48b9cafbd""]",[],0,0,1,0,false,single_record
CMP:UYCZVGCFKDEVCK-UHFFFAOYSA-N,external,1,"[""REC:678c31480531be2e445bdde08e3d36940bbd50ffda4737475ed9a129090f0f06""]",[],0,0,1,0,false,single_record
CMP:UYDADGWVXKATSV-UHFFFAOYSA-N,external,1,"[""REC:01c10654c81113ff555740a614bd8d247cdb0ea4ecf8270305feeb5832f9ba32""]",[],0,0,1,0,false,single_record
CMP:UYDCRMXZQKFWPR-UHFFFAOYSA-N,external,1,"[""REC:5c6b5820d83d4c2041d9160a3a1d8ddad6269f54dd49c7a1a4af62dd0a5553d6""]",[],0,0,1,0,false,single_record
CMP:UYIFTLBWAOGQBI-BZDYCCQFSA-N,external,2,"[""REC:54cb6580187d227759b4612c32cedca41637e2129642b737652e165a6217d7bc"",""REC:8c920cd475062e5c10ce3050a2dce2068a31c7a68a54b2047b1f7066a7641acd""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:UYKUFJXADUOEKW-UHFFFAOYSA-N,external,1,"[""REC:be5c005fcff07ed77a63d2c9dc6638032a8914d9e8567595a339356964f36c73""]","[""POSITIVE""]",1,0,0,0,false,single_record
CMP:UZFMOKQJFYMBGY-UHFFFAOYSA-N,external,1,"[""REC:9eb1a5fa8035f353fe49a82c99415d2ab73a1649728f252576badfd7539096f9""]",[],0,0,1,0,false,single_record
CMP:UZGLIIJVICEWHF-UHFFFAOYSA-N,development,1,"[""REC:2fbae1789fa5d54dc221e17d38e9221049662db9d3aa837ff7635cd9c8309ef0""]","[""D (Not classifiable as to human carcinogenicity)""]",0,0,1,0,false,single_record
CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,development,27,"[""REC:04f6ed4fbbe4d72b33335ea76cd0d2ca527e90b2dd4fd912b5bf7189ae047147"",""REC:051dcfc43cdbcdc5ec7131ebb7d30b8b0145bda98316ac930cde1017762b2aa9"",""REC:0ba89a036e79e52f6591d1f04ff8ede7ea8d9bb690f3542f7cf5000f1ffdf598"",""REC:157f7d54fe6f1e516eb1ac4d798bd62a791d4b696594ca71e94b0e99c5039066"",""REC:15b6cfeab204eee9fd835d8b1166335296120063bc8128873f619f7465b69e07"",""REC:1a035778ae87c2cf347d54cb99ac88f424888fe7520eed88022134478ff24316"",""REC:41bbd8d4aa5be0cc81d5c63faf8cb1d4808539b9879c5aab0dfb08b9504337b6"",""REC:44bfa30c97b2d94363f81e690cb27b187ba1a20d563749faa742f8209f773689"",""REC:4845486391cf419e5ad31616112ceaae22378da0b852ed0417aa52771014b56a"",""REC:4df6743d579eb029edf3b40c59a8921410f0d8c8428f3310594aa243db9734ff"",""REC:4fc0efc91b6e90dd6e8a216b76df3363851f49d96555c3be51c9715d92fad80b"",""REC:6a7fded3348f8faa186bdd7c098e68b4b4db4789aa9173aeeb7d5a1d6821d20f"",""REC:6ef2445b1e9dd0ed875fc7dc851bc46c84daf89434127818ce3fff640e8d4c0d"",""REC:6f88d83f1af1bb485386acf4dcbf5ac0935d779eea51cca2803231920661532b"",""REC:755179169fbe71b06abf26a5af8b06629a3f605e246e89b59dae0f60ce4c2a69"",""REC:82d94fa4f05d106b1c82540b2c58b912c91330cf6fab1da6f353fbdd6a10a371"",""REC:83c2b0b9e59da75663f696298aba1dcf8f37f6df662d996f28562b7a890e6fd4"",""REC:9a585bd86242480d1658623d76cb8a67b005798ebc4306a85ee7543e6ade3b37"",""REC:a4c9a0e82488cc45d0d2ee30c7919707a041c9f776af15f8ddaae79ee338c7b4"",""REC:a758cc1bb1b61417d50a9f98caa9f4af1a4c554ddf97a1a678696698a3ce8118"",""REC:b3049cc9805f1eb7de27f8864e5af08b5f5a8ace9eaacbc4ddb83db3db6d0cc0"",""REC:b3d197b8aab4bc8a9ffba81b3bc5d9f1d2a015581b101a03e0cfdfb63f0168a1"",""REC:c762146b87a9cc447894fe3b41421c90b13cc617d49dc14e0c22f9ec619ad7ba"",""REC:c9b2a7266d9cdd07e2caae23011b283ca5ebd11d3b6fa8645d8e7baeb4b97d7c"",""REC:cef926d943ca95bdb170b6e20d20c83e0f2f78b4526b8ed8cae4e8ea6d2ea5bb"",""REC:d5ab46bd879e4e754c8f2d14826d22fb603bc2c70deed7c5616368b9ed2fcf60"",""REC:f66e5b98e0a9645306b2a539515699caa890b6d547a5c9236e367c2b860d9230""]","[""+"",""0""]",20,0,7,0,false,multiple_clear_with_nonbinary
CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,external,13,"[""REC:0178b4ed1947ef10b31e8fad8b8cc37f5b9ad5b926ace743c8b59e21b1d2228b"",""REC:25625502389aff7c5ce54152ac0ff031c861c1b6829b81be7f1d20c9e398600c"",""REC:61d387cb3bd233070d605f8ad88898a24777ca10e7b9d4db34bbc7116d5a3dc2"",""REC:652e8e9c2f9fcb61a650d1de30032e9ce988465651841325705daee69470db39"",""REC:72c3a2e80a1f979213e4a0c684b5940ecbcc9f534eef83793253631a2e2e7b27"",""REC:77fef9ea663fd5211162edb00482dc97b45c06fe75f91e867308d9d389f4523b"",""REC:9067a0ee6d5e23e8bb1060c98f4d722b6b2242c05236504192623aa8446fb6c4"",""REC:971b158abd52ba46d2b925c9ccfca1386389f231660862a8c090246a74b73c84"",""REC:b78caad84c410eb2470e84fc26139d6be1361db03dd73c2a0ed7395d00693ebe"",""REC:d12821b2ae8411881ec1b23910db6f035a71afba18c46def7eb2c172fa1732de"",""REC:e4e0dd459e21336c509939d6746cb0cbdd636a667c8eb0563c649d2949e5376f"",""REC:f9723c5b45ea9084089ba417bf93776517f6a2aa086251adc554dc5e4746a79e"",""REC:fb0d7f8032ed3c8738960336baadef1632ba6b11cf290d8cc8402e7f0554964b""]","[""POSITIVE""]",13,0,0,0,false,multiple_clear_same_label
CMP:UZNJLVOUOMYGQN-UHFFFAOYSA-N,external,1,"[""REC:142b9f0b509f2bd1d36b7e6f9ca1ba3ab31732daf11f9d81436368935ba59d15""]",[],0,0,1,0,false,single_record
CMP:UZONFOPDCXAZND-UHFFFAOYSA-N,external,1,"[""REC:f3b991c9b7dd5adf101fb54d70cbfd8bc8a0e1d847a67a255e66796c34120346""]",[],0,0,1,0,false,single_record
CMP:UZOSVZSBPTTWIG-UHFFFAOYSA-N,external,1,"[""REC:98814d3a0abbbd53b71de3b2b07c6ba23f3fb5cc8f17664c2f8153d23faa11ce""]",[],0,0,1,0,false,single_record
CMP:UZRBMLVHWQLFQF-UHFFFAOYSA-N,external,1,"[""REC:b26204d69611a1bc036b1119612ab0ef9a54e05f16649fac7f3921b1dc607391""]",[],0,0,1,0,false,single_record
CMP:UZUFPBIDKMEQEQ-UHFFFAOYSA-N,development,1,"[""REC:e616ef67a9f32381da6a3a444bc7001b935a10a7194537f897db9b1872385836""]",[],0,0,1,0,false,single_record
CMP:VACCAVUAMIDAGB-UHFFFAOYSA-N,external,1,"[""REC:da90163675d795d50b235e447931a7de575c88694a376f8520d5b1140cc73d20""]",[],0,0,1,0,false,single_record
CMP:VADKJOKAEOPSCX-UHFFFAOYSA-N,external,1,"[""REC:5aa1cdaaafb40c23dcb961982f7a37b018d88d5a9c80d5e206a51fa2928b3ab8""]",[],0,0,1,0,false,single_record
CMP:VADSDVGLFDVIMG-UHFFFAOYSA-N,external,1,"[""REC:00f799425caf8abad664551af528aee30e377ca72d32fd4f53729e14d8709598""]",[],0,0,1,0,false,single_record
CMP:VAECZJVLTOQMGP-UHFFFAOYSA-N,external,1,"[""REC:512277fe46fb7ffa9c35b65276385cca73916063d4910e8a324e29cf057bc8d0""]",[],0,0,1,0,false,single_record
CMP:VAIZTNZGPYBOGF-CYBMUJFWSA-N,external,4,"[""REC:16d299e70c17e9887571a41ab23b25acf1dc7bb0e1e47f604be21696cb3b2389"",""REC:24f21bdd63d056e84893927f09364a9b1fee4c1b37691856c0c546e194ae54e6"",""REC:af86fc66f14c3773ee04c928dee6278657d29487d9b4e70fe8a1c3aa2d869b65"",""REC:d835f8032106375c1893e666b27e4660ebfbbd396d0b3240b1b35a4b08246537""]","[""Negative""]",0,4,0,0,false,multiple_clear_same_label
CMP:VAJVDSVGBWFCLW-UHFFFAOYSA-N,external,1,"[""REC:1fe8c9502e2b645baa2201284b519b0a7d33b94b6d8f1a8bf2a5b2b988dcaf53""]",[],0,0,1,0,false,single_record
CMP:VAJZCFLYJRMBFN-UHFFFAOYSA-N,external,1,"[""REC:f53799070c3674dd6ccf0c9e4f6bff2309ed72c0c02f8caa9014591d7879d4ac""]",[],0,0,1,0,false,single_record
CMP:VAMXMNNIEUEQDV-UHFFFAOYSA-N,external,1,"[""REC:ea1ce1c43e13b7c4256fcd774c637193e36b12deece30a766b3e41d8766eac48""]",[],0,0,1,0,false,single_record
CMP:VAOCPAMSLUNLGC-UHFFFAOYSA-N,development,21,"[""REC:0a8c275dc47427120c17c834ce757f808fc9ffbc6d56a341075c06e770bcc20b"",""REC:13082a425421c3938bedca1ef84e17fdad9861b9ca8b8a360fdb2ea1df1fe0f8"",""REC:1f8257d9fd5748e0c1c77cbcbc34179c15d6553ab3d83cec128b431d166f2032"",""REC:25adf775ce3632d22c32afe6036fb39791c03f498cdbee43fc09e1cf747104ec"",""REC:375777727f0bf82566284a765ecfab6856f8eac325eb2f1042caec260398f56e"",""REC:41fa032ce2679ae55d73fe01421af5a4bae4b7913258bb86f950b0da867dd81f"",""REC:7ec49acd342f81f1632c1223ecb169a147dbb4959ce99ea0008cebf222c33d28"",""REC:86589e9c428c8ccab02cb66d74aecd8d8deef17615f637a6bd40385cb01fec45"",""REC:8803852665f6d8edf6b3ccf9439d445edc373e4e4333687411a82b974b2456e1"",""REC:8dd3c188f9ced364c881c875eff34de35202ed6821396a6cd104893f40a2edbc"",""REC:a340f701f9974ec062b8d3a49f3c7d7e9163efef56c28152562943d7dfa14c0a"",""REC:a8bc91abfcba4d7b934537e0b6e1834af1d36682a30c947195c63df71c553357"",""REC:b54addb57558770f6a2b9d04bcc29944304a467d0a813a43cc1313353ec40bf6"",""REC:b799d24738be1e09815fcd56ef863c540cf0dfcf335bb8cd74bafd1d880065e4"",""REC:bea49ff4d832fc9e09cc9779c8905352bb0397b48516d94a30f0085c5bfc2251"",""REC:c22fa5fce66ce870a3264a9bfe034a568554bf95fdce8b68f1cddecca9628f41"",""REC:c69bd6447129d5a9bd457104b471f7b4df3572f5638bba30cd9bbd67d4d27edb"",""REC:c893e00ae5e075814dbb4ef671ab9f9ffa2b67837b7c7299b051501e5a3f3511"",""REC:e7ef924dc88acd0ede7c9c0dca1b3638e7ae6423f5f443c957befbc2a812ae08"",""REC:efca4a6c3b410ca4f0df21dabf349b96135aa893e5e0e6866d2c56a15eedf2db"",""REC:f7aa03227d3a219c01fab06fd27c896b25d2be7a13ecc891db64754c4e99bee2""]","[""+"",""-"",""0""]",8,6,7,0,false,multiple_clear_conflicting
CMP:VAOCPAMSLUNLGC-UHFFFAOYSA-N,external,2,"[""REC:45af7c8846dc50acfb6a9a6bbdc2ddf602812025a5e2726e88db6c42b4789b24"",""REC:c06e4431cc0b5ce8bd408ab5d56004efda1e052fa2a3b83e995ff8414aa289a4""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:VAQMNFPQRLLRMG-LSCFUAHRSA-N,external,1,"[""REC:bc206a13ee1937aa5c8ff7365ade8b8f857ff9fde247d050ed689ed50760e2b3""]",[],0,0,1,0,false,single_record
CMP:VATYWCRQDJIRAI-UHFFFAOYSA-N,external,1,"[""REC:4e5627eb7d98f34607f24a39f606ee2975c3a8ffcbc7b8b199a0cbbb40bf5177""]",[],0,0,1,0,false,single_record
CMP:VAYGXNSJCAHWJZ-UHFFFAOYSA-N,development,1,"[""REC:ddb82ca5d2bf4a035cb421635f0765343bb9caa1a7ce44da8d7ea30945f20324""]","[""B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals)""]",0,0,1,0,false,single_record
CMP:VAYGXNSJCAHWJZ-UHFFFAOYSA-N,external,2,"[""REC:234fc50eed527c62b56d806734d789a159842970d94e777707094e186d2da862"",""REC:e894d5e619c6d00597e2a391046d151120b40d3169f8bbb9491cce45448cd33c""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:VBCBFNMZBHKVQN-UHFFFAOYSA-N,external,1,"[""REC:44fb8da344d93f9c07c1f275cac30e424fb916bd8bb501404d4263f6ceba763f""]","[""NEGATIVE""]",0,1,0,0,false,single_record
CMP:VBCVPMMZEGZULK-NRFANRHFSA-N,external,2,"[""REC:8e33ccfe2f7d79d48ec7c2d858be867f51180d84406994483ea4018a592bc9f5"",""REC:edcfcd42dad15c669e5f7f052f0ed78e4b65a6476931cacc28a717ebd82e7976""]","[""Negative""]",0,2,0,0,false,multiple_clear_same_label
CMP:VBEQCZHXXJYVRD-GACYYNSASA-N,external,1,"[""REC:9e654fb52ea415babfb609964d892b53045450e358e76459f7db9b6ea06352c4""]",[],0,0,1,0,false,single_record
CMP:VBGFPAQMPICEPK-UHFFFAOYSA-N,external,1,"[""REC:7b352b1804c89e00aabf4f538f2771e19fa0b6e9d4032b4434d4f50176b094f3""]",[],0,0,1,0,false,single_record
CMP:VBIRCRCPHNUJAS-UHFFFAOYSA-N,external,1,"[""REC:ce55c62ac8279a9c092c87d183de2f28821b99fa8a9320caf7dbcb00196f8dcd""]",[],0,0,1,0,false,single_record
CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N,development,10,"[""REC:0780fe60d5f64b40637d1528bcc43f583876873640d5c055a5506a321d6e479e"",""REC:0a791530a6d236a95f58f2fa7d925eda47fddbca7ba0a857c87379485be27c1b"",""REC:20d4dccb3c48f331eafdb64331bbde249715fe1617f8be9d8d4347991d5ce8ed"",""REC:2f919d9e4d3a291e6ce53b41b471c4a3f2615ae7f6d7567679b108460bca8350"",""REC:514961e351819eb26d4be4992ce0378bb4775c4898a2ff911632c33b6981ebd7"",""REC:7b163664eb1da2b4b6dbbc9655437c6b898c9d40a19af0088801dd009226e318"",""REC:adb1ea51ccd161aad9ab33eddd48f90f191b9db0a22e08650d6c5a0b11ec4646"",""REC:cf9a1fc2f4fd6f8b9f52d630eb76d62f1d9947445d70ded7f9f05931f1526f1c"",""REC:d5cb608246557f310037e670043a654f0a82433cb5969e36e49edb1f9c984c6c"",""REC:f0593b281312ba9d6e89dc5ce78c498088a15f583317c0b06018c18a5ea4f86c""]","[""-"",""0""]",0,4,6,0,false,multiple_clear_with_nonbinary
CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N,external,4,"[""REC:376e0898121dc788ce97555ba3595bb6b635939691297274e57409ab62b6bf56"",""REC:99c005897edf711445362d76a4fb64cd757fad6f12f84d5f42bba7bbc7c36518"",""REC:a3525c79b69e0e8a2700f631717edc9a737b1716eb7a8940687130c2667b87ca"",""REC:c89fb5b2c37f95f0307faf6c38a0ea31246abf389086775259bc03217411f45c""]","[""NEGATIVE""]",0,4,0,0,false,multiple_clear_same_label
CMP:VBLJFQYCTRKKKF-UHFFFAOYSA-N,external,1,"[""REC:70b2b69b155c40fa77e097d4d5f6e6e436bd239e75917e2b228841f9f6191006""]",[],0,0,1,0,false,single_record
CMP:VBLXCTYLWZJBKA-UHFFFAOYSA-N,external,1,"[""REC:c71c695d275e3724850434a2aa52ba74b4dc33a047d41a80fcb96c29ac9f84d8""]",[],0,0,1,0,false,single_record
CMP:VBMZHOCORXMDJU-UHFFFAOYSA-N,external,1,"[""REC:f5c8fbe6b025336565ca4c6b0f1adcfc3e1820f7ce323261d5f2dc7f16d4478e""]",[],0,0,1,0,false,single_record
CMP:VBNLMJHGYRWVAA-UHFFFAOYSA-N,external,1,"[""REC:476b85d6920d0c7774d8bdf8111914192fd2a72a1741dec1cad07f907be2f855""]",[],0,0,1,0,false,single_record
CMP:VBNWLFYEKRDPCK-UHFFFAOYSA-N,external,1,"[""REC:16dbe9455f94764424440fa49d4d7576cebcb91e90bc9955ddb58f0a2b0aba5b""]",[],0,0,1,0,false,single_record
CMP:VBPPJMXMMHJPDP-JZFZMOLRSA-N,external,1,"[""REC:ad6ec711e9e8848bcfd52aa937a2ad54d52d0d8e14b86f47e3832dc257990a71""]",[],0,0,1,0,false,single_record
CMP:VBTQNRFWXBXZQR-UHFFFAOYSA-N,external,1,"[""REC:f4ba9fbcabd8d70c0cb47bb5e3b4600cfa1adbf8f47ad1c3152bab9bbe850269""]",[],0,0,1,0,false,single_record
CMP:VBUWHHLIZKOSMS-RIWXPGAOSA-N,external,1,"[""REC:7a01dd2df69475f2ec4abb2e2b4877ffd29f12871b6a7ce94241519824673d65""]",[],0,0,1,0,false,single_record
CMP:VBYTYJCVXMXUBS-UHFFFAOYSA-N,external,1,"[""REC:6beb1428263ec7ef31e482f6f5f41d9080eaeb6f3d0993f9fb3740ddaa435a59""]",[],0,0,1,0,false,single_record
CMP:VBZJJBOIJBOSGY-UHFFFAOYSA-N,external,1,"[""REC:4a3e6c293f711d8d2ae338370ce1e4d2f30c7a7bcbd6bb7aa3902a87cf99bde7""]",[],0,0,1,0,false,single_record
CMP:VCBRBUKGTWLJOB-UHFFFAOYSA-N,development,12,"[""REC:28082711524ffb644d4833634ac009a878f4d86c6c255d1f2a56d72548dd9216"",""REC:309bc2eaedae01063508b254e90e10dcbf6377a7e74b0eb987d72fa3d5c28f73"",""REC:43278ca412e15b2b27f18ecbe4cf74389a3e7d16d7052de2ee46b35bafd3ad6a"",""REC:5ad71467c8d57b996f2803f872c53fd9acaf522c0308bfad63d88539993385d5"",""REC:647e339447eec897fcc62a1404f6e32bee4a034327a7116368c832e78f49bab5"",""REC:9f57bf727accdf5518378354554ff2f0c977565757724d15cb723388a518ff33"",""REC:ace6b6514aeb0d46baff07b3b8eefb41420fca16c3753b6c7d09229c217ef1dc"",""REC:b281fb90959d7fd1d8d8e990da9d35de72333d6589726f4020325c1b80cba831"",""REC:bec2553741e548e5e3bdad875f0fa366cc891d3e9cb667437ab50479ce308443"",""REC:cee194b6c431c117f8814526165fb1253ce492296c5c9201c983a5426b1522db"",""REC:d613edf5924eae4f058b539180783d6888c20d526af4dd895a7609164eb6ded1"",""REC:fe7d3546b6ba74c9dbdbcd05d7b3e144e6b0c3027ad394811cc40487283be04a""]","[""-""]",0,12,0,0,false,multiple_clear_same_label
CMP:VCCBEIPGXKNHFW-UHFFFAOYSA-N,external,1,"[""REC:a53a9a8b72a2b68748b38accf231820c7da305a35a678558b5daba93716d22cd""]",[],0,0,1,0,false,single_record
CMP:VCCBSXQXECFSJO-UHFFFAOYSA-N,external,1,"[""REC:f14d46df5f8475556974c74e6ba50f08393167061ad89d2d714631ad3223cc42""]",[],0,0,1,0,false,single_record
CMP:VCCRNZQBSJXYJD-UHFFFAOYSA-N,external,1,"[""REC:6855322e4ca8099e52651d8f28c4df2c5d9a33eaf47fa3aa671b07323bb98a57""]",[],0,0,1,0,false,single_record
CMP:VCKPUUFAIGNJHC-UHFFFAOYSA-N,external,1,"[""REC:b3cf99e8ba8af40602d38286264fe75a253e2f4396f662462b92f7cac3bc5b8a""]",[],0,0,1,0,false,single_record
CMP:VCKWTCAFPNXZRZ-TWXZUWJZSA-N,external,1,"[""REC:384f60d815a8cf9faee7633ecb077fd1ddf3034454367c337dac56c08821629c""]",[],0,0,1,0,false,single_record
CMP:VCLWCBGOALUALI-UHFFFAOYSA-N,external,1,"[""REC:5b33bf897f296c7e179973020ee63ca953c17066826fe6d5fe58e30df3d74bc4""]",[],0,0,1,0,false,single_record
CMP:VCMMXZQDRFWYSE-UHFFFAOYSA-N,external,1,"[""REC:513635610855cfc189b8ecfeaca3c531a827cca76039c37e00a868ccf992c2c3""]",[],0,0,1,0,false,single_record
CMP:VCOONNWIINSFBA-UHFFFAOYSA-N,external,1,"[""REC:1db29bc9a5eb79ffeed92aad248b03500b5a9780c39a749608c5bd02b7952bf5""]",[],0,0,1,0,false,single_record
CMP:VCPRLARWVRVGNP-UHFFFAOYSA-N,external,2,"[""REC:0765e7834aedaf0e50f3eecde5f3a74f0c867f5e22ac8a6f671d72402f41dfd4"",""REC:f6cdbcb52fe62ae542a39551b78f7ecc7d966ec212446539a973586306c2c477""]","[""NEGATIVE""]",0,2,0,0,false,multiple_clear_same_label
CMP:VCQVKFPYRYCJQL-UHFFFAOYSA-N,external,1,"[""REC:5c1715cdc531c4421a4cb8bd724e0d47666e63d8e9631b8b3cfff7638ba4063f""]",[],0,0,1,0,false,single_record
CMP:VCTBSHQJICJJFV-UHFFFAOYSA-N,external,1,"[""REC:5cd939ff7e3149cee90cab6ac52814c21877c374107bb0e43e7d6870f8030b5f""]",[],0,0,1,0,false,single_record
CMP:VCYGGHIDKYQIRH-UHFFFAOYSA-N,external,1,"[""REC:d9e33da4d48bc331dd1c948e4652c6fe1564a6b8f64d3bb2a08689f3f5992f11""]",[],0,0,1,0,false,single_record
CMP:VCZNNAKNUVJVGX-UHFFFAOYSA-N,external,1,"[""REC:4ad79cdf95add7446830456fba845fa4f18f806cf05ff8e3e9cfcd925bdbd148""]",[],0,0,1,0,false,single_record
CMP:VDBHOHJWUDKDRW-UHFFFAOYSA-N,external,1,"[""REC:ff6796920ca7f601e868e6d9e5562707057f8a687a0615a8fa3868b784e373fc""]",[],0,0,1,0,false,single_record
CMP:VDCUNNJIPITONP-UHFFFAOYSA-N,external,1,"[""REC:44169d328454e43a2d24ea4bdb019ba1ecf8e0e4e58f4f9fdc736c99a621d31e""]",[],0,0,1,0,false,single_record
CMP:VDDRCCQKLVNYHQ-UHFFFAOYSA-N,development,3,"[""REC:646c936bfd8249fdd7c3300f0e6ecc1e9e672ddfbc7c15d95255313561446a66"",""REC:d3225591e4c5998733f7177682a9f197cb96baaf59d40e3bddce730197a746f3"",""REC:f5f02a7d73a86cce07ae2b42e1518bd132dc42bdf25f615bf858411dd0c0000a""]","[""+"",""0""]",1,0,2,0,false,multiple_clear_with_nonbinary
CMP:VDEGQTCMQUFPFH-UHFFFAOYSA-N,external,1,"[""REC:1ecd2862ffe142ace12913fa57673203778a13a91bab4e9ac33ae8391f30c3b8""]",[],0,0,1,0,false,single_record
CMP:VDEUYMSGMPQMIK-UHFFFAOYSA-N,external,1,"[""REC:731396cbbaf0772ecb136a67a37aa8085ea0d1c2dc5a73cdad63232e1679eff2""]",[],0,0,1,0,false,single_record
CMP:VDFMUCPEGUQOGZ-UHFFFAOYSA-N,external,1,"[""REC:3824ff84dc3be54e343e3728081a5319549c6a810dd63d6903af869ee2e2f9b0""]",[],0,0,1,0,false,single_record
CMP:VDFVNEFVBPFDSB-UHFFFAOYSA-N,external,1,"[""REC:5e74e45bd66cba3e294f82687db3fcb43227dd54c49b4b456e43a3c5752ebc2b""]",[],0,0,1,0,false,single_record
CMP:VDNLFJGJEQUWRB-UHFFFAOYSA-N,external,1,"[""REC:60366659bd622f496d56f2685d1f102bc56244d902e88ae10c3c77ffb6131fc3""]",[],0,0,1,0,false,single_record
CMP:VDPXEEMENDRIRO-UHFFFAOYSA-N,external,2,"[""REC:6f4f7a3ba0d464288b6af4590e7bbb1de2c23ad11edda0c7b4dde490912cd495"",""REC:a5da957082616b491be3c3dcf9441a3568699f8e72164e856d54b6cf2bcd3330""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:VDTWCECJCOQWJE-ZGXWSNOMSA-N,external,1,"[""REC:2141388b2307f7465540ee4b77d36cf5c5aff30562d6734b6c8614e66c34c5a7""]",[],0,0,1,0,false,single_record
CMP:VDUWPHTZYNWKRN-UHFFFAOYSA-N,external,1,"[""REC:0663cd8ea15c197c98bcec4c05d41493bf8c0f34b45da4101a6a44e718ca6984""]",[],0,0,1,0,false,single_record
