compound_id,dataset_role,exclusion_reason
CMP:VODRWDBLLGYRJT-UHFFFAOYSA-N,external,label_uncertain
CMP:VOEVTZTWLPIXSI-UHFFFAOYSA-N,external,label_uncertain
CMP:VOJLELRQLPENHL-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VOLRSQPSJGXRNJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,external,label_conflict
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:VOOYTQRREPYRIW-LBPRGKRZSA-N,external,label_uncertain
CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VOTNXJVGRXZYOA-XFJWYURVSA-N,external,label_uncertain
CMP:VOUGEZYPVGAPBB-GQCTYLIASA-N,external,label_uncertain
CMP:VOVUARRWDCVURC-UHFFFAOYSA-N,external,label_uncertain
CMP:VOWAEIGWURALJQ-UHFFFAOYSA-N,external,label_uncertain
CMP:VOWZNBNDMFLQGM-UHFFFAOYSA-N,external,external_connectivity_overlap
CMP:VOWZNBNDMFLQGM-UHFFFAOYSA-N,external,label_uncertain
CMP:VOXZDWNPVJITMN-SFFUCWETSA-N,external,external_connectivity_overlap
CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,development,label_uncertain
CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,external,external_exact_overlap
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,development,label_conflict
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,external,label_conflict
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:VOZPEVOUBMHFLI-UHFFFAOYSA-N,external,label_uncertain
CMP:VOZRXNHHFUQHIL-UHFFFAOYSA-N,external,label_uncertain
CMP:VPAWVRUHMJVRHU-UHFFFAOYSA-N,external,label_uncertain
CMP:VPAYJEUHKVESSD-UHFFFAOYSA-N,external,label_uncertain
CMP:VPBHLDHENUNWHJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VPEADOQUOSTJLX-VMPITWQZSA-N,external,label_uncertain
CMP:VPJDULFXCAQHRC-UHFFFAOYSA-N,external,label_uncertain
CMP:VPNYHHBCMOYPCJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VPOMSPZBQMDLTM-UHFFFAOYSA-N,external,label_uncertain
CMP:VPSOTEYZOPXZJE-UHFFFAOYSA-N,external,label_uncertain
CMP:VPTNFOBUFBZZFO-UHFFFAOYSA-N,external,label_uncertain
CMP:VPUGDVKSAQVFFS-UHFFFAOYSA-N,external,label_uncertain
CMP:VPWNQTHUCYMVMZ-UHFFFAOYSA-N,external,label_uncertain
CMP:VPYJNCGUESNPMV-UHFFFAOYSA-N,external,label_uncertain
CMP:VQFHWKRNHGHZTK-LURJTMIESA-N,external,label_uncertain
CMP:VQFKFAKEUMHBLV-BYSUZVQFSA-N,external,label_uncertain
CMP:VQFWOOZJALLVRG-UHFFFAOYSA-N,external,label_uncertain
CMP:VQGQXNRFIZWZGN-UHFFFAOYSA-N,external,label_uncertain
CMP:VQHSOMBJVWLPSR-JVCRWLNRSA-N,external,label_conflict
CMP:VQHSOMBJVWLPSR-JVCRWLNRSA-N,external,label_conflict_total_count_le_10
CMP:VQKFNUFAXTZWDK-UHFFFAOYSA-N,external,label_uncertain
CMP:VQKLRVZQQYVIJW-UHFFFAOYSA-N,external,label_uncertain
CMP:VQOXUMQBYILCKR-UHFFFAOYSA-N,external,label_uncertain
CMP:VQRKVYYIQBNKGQ-UHFFFAOYSA-N,external,label_uncertain
CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VQUZPUQZUDSQJM-UHFFFAOYSA-N,external,label_uncertain
CMP:VRARPPQMEQUQET-UHFFFAOYSA-N,external,label_uncertain
CMP:VRDXZMZDTCQVBV-UHFFFAOYSA-N,external,label_uncertain
CMP:VRJVURSXNFEXIE-UHFFFAOYSA-N,external,label_uncertain
CMP:VRLPHBSFRWMMPW-UHFFFAOYSA-N,external,label_uncertain
CMP:VRVRGVPWCUEOGV-UHFFFAOYSA-N,external,label_uncertain
CMP:VRYALKFFQXWPIH-PBXRRBTRSA-N,external,label_uncertain
CMP:VRZVPALEJCLXPR-UHFFFAOYSA-N,external,label_uncertain
CMP:VSBHRRMYCDQLJF-ZDNYCOCVSA-N,external,label_uncertain
CMP:VSCKPWVJVLWGPW-UHFFFAOYSA-N,external,label_uncertain
CMP:VSDYJUAGXAHWBC-UHFFFAOYSA-N,external,label_uncertain
CMP:VSJKWCGYPAHWDS-FQEVSTJZSA-N,external,label_uncertain
CMP:VSMDINRNYYEDRN-UHFFFAOYSA-N,external,label_uncertain
CMP:VSMOENVRRABVKN-UHFFFAOYSA-N,external,label_uncertain
CMP:VSNHCAURESNICA-UHFFFAOYSA-N,external,label_uncertain
CMP:VSQQQLOSPVPRAZ-RRKCRQDMSA-N,external,label_uncertain
CMP:VSVAVMVWTLLTCH-BJMVGYQFSA-N,external,external_exact_overlap
CMP:VSYFZULSKMFUJJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VTDMOCLDFVEGNM-UHFFFAOYSA-N,external,label_uncertain
CMP:VTHBPJUVHANJGL-UHFFFAOYSA-N,external,label_uncertain
CMP:VTHIRGKWFPXTDZ-UHFFFAOYSA-N,external,label_uncertain
CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VTNQPKFIQCLBDU-UHFFFAOYSA-N,development,label_uncertain
CMP:VTNQPKFIQCLBDU-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VTNQPKFIQCLBDU-UHFFFAOYSA-N,external,label_uncertain
CMP:VTPSQKRYJMAJDL-GQCTYLIASA-N,external,label_uncertain
CMP:VTWDKFNVVLAELH-UHFFFAOYSA-N,external,label_uncertain
CMP:VTWGSKWOXXKIEV-UHFFFAOYSA-N,external,label_uncertain
CMP:VTXASKVCTCLBRE-UHFFFAOYSA-N,external,label_uncertain
CMP:VUAFHZCUKUDDBC-BYPYZUCNSA-N,external,label_uncertain
CMP:VUBXXSFMOQMZGL-UHFFFAOYSA-N,external,label_uncertain
CMP:VUDRMLGCKVWGSW-UHFFFAOYSA-N,external,label_uncertain
CMP:VUEWYZJJYGPJDC-UHFFFAOYSA-N,external,label_uncertain
CMP:VUHDACJAHJVRSX-ZGXWSNOMSA-N,external,label_uncertain
CMP:VUIITIODJYTTIV-UHFFFAOYSA-N,external,label_uncertain
CMP:VUNAQOGRLGNALG-UHFFFAOYSA-N,external,label_uncertain
CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VUQNLIDVEFIQLP-UHFFFAOYSA-N,external,label_uncertain
CMP:VUQUOGPMUUJORT-UHFFFAOYSA-N,external,label_uncertain
CMP:VUSAIZBVVMZCCH-UHFFFAOYSA-N,external,label_uncertain
CMP:VVAKEQGKZNKUSU-UHFFFAOYSA-N,external,label_uncertain
CMP:VVBJNJFYBCLUAH-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VVBWBGOEAVGFTN-PLAHCOOKSA-N,external,label_uncertain
CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N,external,label_conflict
CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:VVJKKWFAADXIJK-UHFFFAOYSA-N,external,label_uncertain
CMP:VVKRFZDUZMLMQM-UHFFFAOYSA-N,external,label_uncertain
CMP:VVNCNSJFMMFHPL-GSVOUGTGSA-N,external,label_uncertain
CMP:VVNCNSJFMMFHPL-VKHMYHEASA-N,external,label_uncertain
CMP:VVPHSMHEYVOVLH-UHFFFAOYSA-N,external,label_uncertain
CMP:VVQDMDRAUXFEND-UHFFFAOYSA-N,external,label_uncertain
CMP:VVQNEPGJFQJSBK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VVRUNWFPOWIBDY-WPCRTTGESA-N,external,label_uncertain
CMP:VVSJARSODDEAAL-UHFFFAOYSA-N,external,label_uncertain
CMP:VVTIIOZTCXSWKR-XCVCLJGOSA-N,external,label_uncertain
CMP:VVTNSTLJOVCBDL-UHFFFAOYSA-N,external,label_uncertain
CMP:VVWYOYDLCMFIEM-UHFFFAOYSA-N,external,label_uncertain
CMP:VWBVCOPVKXNMMZ-UHFFFAOYSA-N,external,label_uncertain
CMP:VWOBVMUYALAJKO-UHFFFAOYSA-N,external,label_uncertain
CMP:VWPOSFSPZNDTMJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VWQKBXQRFVPFAL-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VWQKBXQRFVPFAL-UHFFFAOYSA-N,external,label_uncertain
CMP:VWQZJJZGISNFOE-UHFFFAOYSA-N,external,label_uncertain
CMP:VWUXBMIQPBEWFH-WCCTWKNTSA-N,external,label_uncertain
CMP:VWYVCNTUXIXJCQ-UHFFFAOYSA-N,external,label_uncertain
CMP:VXFDOYXVHRYCGS-UHFFFAOYSA-N,external,label_uncertain
CMP:VXFJYXUZANRPDJ-WTNASJBWSA-N,external,label_uncertain
CMP:VXFYUTQHAIJKMR-UHFFFAOYSA-N,external,label_uncertain
CMP:VXHNSVKJHXSKKM-UHFFFAOYSA-O,external,label_uncertain
CMP:VXKWYPOMXBVZSJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VXLMXJFLTDPOHC-UHFFFAOYSA-N,external,label_uncertain
CMP:VXNBYQYOFXSMOE-UHFFFAOYSA-N,external,label_uncertain
CMP:VXNZUUAINFGPBY-UHFFFAOYSA-N,external,label_uncertain
CMP:VXTQFTUOAJRUDO-IFMALSPDSA-N,external,label_uncertain
CMP:VYBHBOMWVZUGOW-LEWJYISDSA-N,external,label_uncertain
CMP:VYGQUTWHTHXGQB-FFHKNEKCSA-N,external,external_exact_overlap
CMP:VYGQUTWHTHXGQB-FFHKNEKCSA-N,external,label_uncertain
CMP:VYHWQHYSUMPIHU-UHFFFAOYSA-N,external,label_uncertain
CMP:VYHYUQJBLGBWIS-UHFFFAOYSA-N,external,label_uncertain
CMP:VYOKOQDVBBWPKO-UHFFFAOYSA-N,external,label_uncertain
CMP:VYONOYYDEFODAJ-UHFFFAOYSA-N,external,label_uncertain
CMP:VYTOCZMQXCNIPD-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VYWCUBKLICQCGK-NXVVXOECSA-N,external,label_uncertain
CMP:VYWPPRLJNVHPEU-UHFFFAOYSA-N,external,label_uncertain
CMP:VYWWNRMSAPEJLS-MDWYKHENSA-N,external,label_uncertain
CMP:VYWXLKZSEDZSCA-UHFFFAOYSA-N,external,label_uncertain
CMP:VYWYYJYRVSBHJQ-UHFFFAOYSA-N,external,label_uncertain
CMP:VYYARLZUMSKDPQ-UHFFFAOYSA-N,external,label_uncertain
CMP:VYYRJGKHDDYUGK-UHFFFAOYSA-N,external,label_uncertain
CMP:VYZAHLCBVHPDDF-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VYZAHLCBVHPDDF-UHFFFAOYSA-N,external,label_uncertain
CMP:VYZCFAPUHSSYCC-UHFFFAOYSA-N,external,label_uncertain
CMP:VYZKVUIQCRWXJH-UHFFFAOYSA-N,external,label_uncertain
CMP:VZCCETWTMQHEPK-QNEBEIHSSA-N,external,label_uncertain
CMP:VZCYOOQTPOCHFL-OWOJBTEDSA-N,external,external_connectivity_overlap
CMP:VZCYOOQTPOCHFL-OWOJBTEDSA-N,external,label_uncertain
CMP:VZCYOOQTPOCHFL-UPHRSURJSA-N,external,external_connectivity_overlap
CMP:VZCYOOQTPOCHFL-UPHRSURJSA-N,external,label_uncertain
CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,external,label_conflict
CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:VZHUBBUZNIULNM-UHFFFAOYSA-N,external,label_uncertain
CMP:VZIQXGLTRZLBEX-UHFFFAOYSA-N,external,label_uncertain
CMP:VZIRCHXYMBFNFD-HNQUOIGGSA-N,external,label_uncertain
CMP:VZNUCJOYPXKLTA-UHFFFAOYSA-N,external,label_uncertain
CMP:VZPGINJWPPHRLS-UHFFFAOYSA-N,external,label_uncertain
CMP:VZQJQFGSAAGNSI-STQMWFEESA-N,external,label_uncertain
CMP:VZRXIAGWZWMHMI-YTSWDMLESA-N,external,label_uncertain
CMP:VZUNGTLZRAYYDE-UHFFFAOYSA-N,development,structure_representation_conflict
CMP:VZUNGTLZRAYYDE-UHFFFAOYSA-N,external,external_exact_overlap
CMP:VZUNGTLZRAYYDE-UHFFFAOYSA-N,external,structure_representation_conflict
CMP:WAEXFXRVDQXREF-UHFFFAOYSA-N,external,label_uncertain
CMP:WAIWUONKPOXLDW-UHFFFAOYSA-N,external,label_uncertain
CMP:WAKRBKMZTCRERT-UHFFFAOYSA-N,external,label_uncertain
CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N,external,label_conflict
CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WARCRYXKINZHGQ-UHFFFAOYSA-N,development,label_conflict
CMP:WARCRYXKINZHGQ-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:WARCRYXKINZHGQ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WASQBNCGNUTVNI-UHFFFAOYSA-N,external,label_uncertain
CMP:WASQWSOJHCZDFK-UHFFFAOYSA-N,external,label_uncertain
CMP:WAVOOWVINKGEHS-UHFFFAOYSA-N,external,label_uncertain
CMP:WBAXCOMEMKANRN-UHFFFAOYSA-N,external,label_uncertain
CMP:WBBDVRPSJSJSPC-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WBBIYRQDHZMMPN-UHFFFAOYSA-N,external,label_uncertain
CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,external,external_connectivity_overlap
CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,external,label_uncertain
CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,external,external_connectivity_overlap
CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,external,label_uncertain
CMP:WBHHMMIMDMUBKC-QJWNTBNXSA-N,external,label_uncertain
CMP:WBLZUCOIBUDNBV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WBNCHVFLFSFIGK-UHFFFAOYSA-N,external,label_uncertain
CMP:WBNQDOYYEUMPFS-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WBWWGRHZICKQGZ-HZAMXZRMSA-N,external,label_uncertain
CMP:WBXQXRXMGCOVHA-UHFFFAOYSA-N,external,label_conflict
CMP:WBXQXRXMGCOVHA-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WBYWAXJHAXSJNI-VOTSOKGWSA-N,external,label_uncertain
CMP:WCCRLLABFCMDBZ-QNEBNACWSA-N,external,label_uncertain
CMP:WCGUUGGRBIKTOS-GPOJBZKASA-N,external,label_uncertain
CMP:WCLIWSYBYPGKRS-UHFFFAOYSA-N,external,label_uncertain
CMP:WCVMKDUZFGWJAF-UHFFFAOYSA-N,external,label_uncertain
CMP:WCVOECBZKKBSJH-UHFFFAOYSA-N,external,label_uncertain
CMP:WCZNKVPCIFMXEQ-UHFFFAOYSA-N,external,label_uncertain
CMP:WDAHFRFQQRIZTK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WDCYWAQPCXBPJA-UHFFFAOYSA-N,development,label_uncertain
CMP:WDCYWAQPCXBPJA-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WDCYWAQPCXBPJA-UHFFFAOYSA-N,external,label_uncertain
CMP:WDDNPTMYLHEXHB-UHFFFAOYSA-N,external,label_uncertain
CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,development,label_uncertain
CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,external,label_conflict
CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WDEQLMYIIXBHTJ-UHFFFAOYSA-N,external,label_uncertain
CMP:WDFKMLRRRCGAKS-UHFFFAOYSA-N,external,label_uncertain
CMP:WDFQBORIUYODSI-UHFFFAOYSA-N,external,label_uncertain
CMP:WDGFFVCWBZVLCE-UHFFFAOYSA-N,external,label_uncertain
CMP:WDGIWHCVUOLSME-UHFFFAOYSA-N,external,label_uncertain
CMP:WDHBKPKURFBUFF-PXNSSMCTSA-N,external,label_uncertain
CMP:WDHKVMUDBRKMTR-UHFFFAOYSA-N,external,label_uncertain
CMP:WDJUCIRNDRCXTL-UHFFFAOYSA-N,external,label_uncertain
CMP:WDJUZGPOPHTGOT-XUDUSOBPSA-N,external,label_uncertain
CMP:WDNBURPWRNALGP-UHFFFAOYSA-N,external,label_uncertain
CMP:WDOCBIHNYYQINH-UHFFFAOYSA-N,external,label_uncertain
CMP:WDRCPKDLZOQCFU-UHFFFAOYSA-N,external,label_uncertain
CMP:WDRYRZXSPDWGEB-UHFFFAOYSA-N,development,label_uncertain
CMP:WDRYRZXSPDWGEB-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WDVSHHCDHLJJJR-UHFFFAOYSA-N,external,external_connectivity_overlap
CMP:WDXYVJKNSMILOQ-UHFFFAOYSA-N,development,label_uncertain
CMP:WDZGGAFMGIOIQS-DHZHZOJOSA-N,external,label_uncertain
CMP:WEBQKRLKWNIYKK-UHFFFAOYSA-N,external,label_uncertain
CMP:WECDUOXQLAIPQW-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WEEGYLXZBRQIMU-UHFFFAOYSA-N,development,label_uncertain
CMP:WEEGYLXZBRQIMU-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WEEGYLXZBRQIMU-UHFFFAOYSA-N,external,label_uncertain
CMP:WEGOLYBUWCMMMY-UHFFFAOYSA-N,external,label_uncertain
CMP:WEHWNAOGRSTTBQ-UHFFFAOYSA-N,external,label_uncertain
CMP:WEMBDZBXWPOBGL-UHFFFAOYSA-N,external,label_uncertain
CMP:WEMRWGUFDIQNDO-UHFFFAOYSA-N,external,label_uncertain
CMP:WEQODPBVLBGVHC-UHFFFAOYSA-N,external,label_conflict
CMP:WEQODPBVLBGVHC-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WERYXYBDKMZEQL-UHFFFAOYSA-N,external,label_uncertain
CMP:WETGLJBXPSYGIK-UHFFFAOYSA-N,external,label_uncertain
CMP:WETWJCDKMRHUPV-UHFFFAOYSA-N,development,label_uncertain
CMP:WETWJCDKMRHUPV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WETWJCDKMRHUPV-UHFFFAOYSA-N,external,label_uncertain
CMP:WEVJJMPVVFNAHZ-RRKCRQDMSA-N,external,label_uncertain
CMP:WEVYAHXRMPXWCK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WEXRUCMBJFQVBZ-UHFFFAOYSA-N,external,label_uncertain
CMP:WEYIMDWLELIRAJ-RSIYVSQUSA-N,external,label_uncertain
CMP:WEZAHYDFZNTGKE-UHFFFAOYSA-N,external,label_uncertain
CMP:WFAJDSVQAGXSMA-UHFFFAOYSA-N,external,label_uncertain
CMP:WFBHTTQUZXASMK-UHFFFAOYSA-N,external,label_uncertain
CMP:WFCSWCVEJLETKA-UHFFFAOYSA-N,external,label_uncertain
CMP:WFCUGFZWUAOXQR-UHFFFAOYSA-N,external,label_uncertain
CMP:WFDIJRYMOXRFFG-UHFFFAOYSA-N,external,label_uncertain
CMP:WFIPYARNKIWELZ-UHFFFAOYSA-N,external,label_uncertain
CMP:WFJIVOKAWHGMBH-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WFOGRPHQBIGTCH-ARJAWSKDSA-N,external,label_uncertain
CMP:WFRNIUYOWYOGTG-UHFFFAOYSA-N,external,label_uncertain
CMP:WFSMVVDJSNMRAR-UHFFFAOYSA-N,development,label_uncertain
CMP:WFUGQJXVXHBTEM-UHFFFAOYSA-N,external,label_uncertain
CMP:WFWLQNSHRPWKFK-UHFFFAOYSA-N,external,external_connectivity_overlap
CMP:WGCNASOHLSPBMP-UHFFFAOYSA-N,external,label_uncertain
CMP:WGFRITFARSOQJG-WFRQTHGZSA-N,external,label_uncertain
CMP:WGGICOZEAYULGV-UHFFFAOYSA-N,external,label_uncertain
CMP:WGLBHZOIQOEIRO-CWKPULSASA-N,external,label_uncertain
CMP:WGOXABJBDOYQFK-UHFFFAOYSA-N,external,label_uncertain
CMP:WGPSQWGYHOXEEF-CRNNPVOZSA-N,external,label_uncertain
CMP:WGROOPOBLKUOMN-GQCTYLIASA-N,external,label_uncertain
CMP:WGVCNGPAJHVJKK-UHFFFAOYSA-N,external,label_uncertain
CMP:WGYFINWERLNPHR-UHFFFAOYSA-N,external,label_uncertain
CMP:WHBAYNMEIXUTJV-UHFFFAOYSA-N,external,label_uncertain
CMP:WHCOTCZBAOPNIV-UHFFFAOYSA-N,external,label_uncertain
CMP:WHEWNUKTGUEMKA-UHFFFAOYSA-N,external,label_uncertain
CMP:WHFLEYTWERSAMD-UHFFFAOYSA-N,external,label_uncertain
CMP:WHFZQNNDIJKLIO-UHFFFAOYSA-N,external,label_uncertain
CMP:WHGYBXFWUBPSRW-FOUAGVGXSA-N,external,external_exact_overlap
CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N,external,label_conflict
CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WHIHIKVIWVIIER-UHFFFAOYSA-N,external,label_uncertain
CMP:WHIJSULEEDNKPD-UHFFFAOYSA-N,external,label_uncertain
CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N,external,label_conflict
CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WHKUVVPPKQRRBV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHNAMGUAXHGCHH-UHFFFAOYSA-N,external,label_uncertain
CMP:WHNBDXQTMPYBAT-UHFFFAOYSA-N,external,label_uncertain
CMP:WHNWPMSKXPGLAX-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,development,label_conflict
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,external,label_conflict
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:WHOKDONDRZNCBC-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WHOKDONDRZNCBC-UHFFFAOYSA-N,external,label_uncertain
CMP:WHOOUMGHGSPMGR-UHFFFAOYSA-N,external,label_uncertain
CMP:WHPVYXDFIXRKLN-UHFFFAOYSA-N,development,label_uncertain
CMP:WHTPKLNBMXPXHD-UHFFFAOYSA-N,external,label_uncertain
CMP:WHTVZRBIWZFKQO-UHFFFAOYSA-N,external,label_uncertain
CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,external,external_exact_overlap
CMP:WHYXKCAJZXMKCC-UHFFFAOYSA-N,external,label_uncertain
CMP:WIAULBKJEJHCOJ-UHFFFAOYSA-N,external,label_uncertain
CMP:WICISKVHCJNLGB-UHFFFAOYSA-N,external,label_uncertain
CMP:WIIZWVCIJKGZOK-RKDXNWHRSA-N,external,external_exact_overlap
CMP:WIIZWVCIJKGZOK-RKDXNWHRSA-N,external,label_uncertain
CMP:WIMQQKPBZXDQBF-UHFFFAOYSA-N,external,label_uncertain
CMP:WIMXESZJAILKCH-RBZZARIASA-N,external,label_uncertain
CMP:WINWFWAHZSMBJQ-FOCLMDBBSA-N,external,label_uncertain
CMP:WIONIXOBNMDJFJ-UHFFFAOYSA-N,external,label_uncertain
CMP:WIRQOPJFSYDQOR-UHFFFAOYSA-N,external,label_uncertain
CMP:WIXFIQKTHUVFDI-UHFFFAOYSA-N,external,label_uncertain
CMP:WJADKDGCBYAUMT-UHFFFAOYSA-N,external,label_uncertain
CMP:WJBKULKZFAUPDR-UHFFFAOYSA-N,external,label_uncertain
CMP:WJCNZQLZVWNLKY-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WJFKNYWRSNBZNX-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WJFKNYWRSNBZNX-UHFFFAOYSA-N,external,label_uncertain
CMP:WJGFWJOXVNVISL-UHFFFAOYSA-N,external,label_uncertain
CMP:WJGPNUBJBMCRQH-UHFFFAOYSA-N,external,label_uncertain
CMP:WJIFKOVZNJTSGO-UHFFFAOYSA-N,external,label_uncertain
CMP:WJJRNYZKTUGJKE-UHFFFAOYSA-N,external,label_uncertain
CMP:WJNRPILHGGKWCK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WJNRPILHGGKWCK-UHFFFAOYSA-N,external,label_uncertain
CMP:WJQOZHYUIDYNHM-UHFFFAOYSA-N,external,label_uncertain
CMP:WJQWYAJTPPYORB-UHFFFAOYSA-N,external,label_uncertain
CMP:WJUFSDZVCOTFON-UHFFFAOYSA-N,external,label_uncertain
CMP:WJVCHRHRGJMEBK-UHFFFAOYSA-N,external,label_uncertain
CMP:WJVCHRHRGJMEBK-VHSXEESVSA-N,external,label_uncertain
CMP:WJVCHRHRGJMEBK-ZJUUUORDSA-N,external,label_uncertain
CMP:WJXSWCUQABXPFS-UHFFFAOYSA-N,external,label_uncertain
CMP:WKACBUXBZNZZLC-UHFFFAOYSA-N,external,label_uncertain
CMP:WKGWMIAHCAJHPK-OWOJBTEDSA-N,external,label_uncertain
CMP:WKGXYQFOCVYPAC-UHFFFAOYSA-N,development,label_conflict
CMP:WKGXYQFOCVYPAC-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:WKIPQMJEBCEACS-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WKIPQMJEBCEACS-UHFFFAOYSA-N,external,label_uncertain
CMP:WKJZTIANXYCMHV-UHFFFAOYSA-N,external,label_uncertain
CMP:WKRCUZQBUGMXOT-UHFFFAOYSA-N,external,label_uncertain
CMP:WKRPJRMGCMKTHF-VHEBQXMUSA-N,external,label_uncertain
CMP:WKSAUQYGYAYLPV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:WKYDOCGICAMTKE-HAPIZUAHSA-N,external,label_uncertain
CMP:WKYDOCGICAMTKE-NBIQJRODSA-N,external,label_uncertain
CMP:WLDJIKVZVJIPQE-UHFFFAOYSA-N,external,label_uncertain
CMP:WLFDQEVORAMCIM-UHFFFAOYSA-N,external,label_uncertain
CMP:WLOHNSSYAXHWNR-DWIOZXRMSA-N,external,label_uncertain
CMP:WLXLLQQGGGHOMA-UHFFFAOYSA-N,external,label_uncertain
CMP:WMAYPBMLSQKCHA-UHFFFAOYSA-N,external,label_uncertain
