comparison_scope,compound_id_a,dataset_role_a,compound_id_b,dataset_role_b,relation_type,similarity,label_a,label_b,label_relation
external,CMP:QMVDCUCAPJTHNE-VSZNYVQBSA-N,external,CMP:QMVDCUCAPJTHNE-XDNAFOTISA-N,external,same_connectivity,,,,not_comparable
external,CMP:QMVDCUCAPJTHNE-VSZNYVQBSA-N,external,CMP:QMVDCUCAPJTHNE-XDNAFOTISA-N,external,stereo_variant,,,,not_comparable
external,CMP:QMVDCUCAPJTHNE-VSZNYVQBSA-N,external,CMP:QMVDCUCAPJTHNE-XDNAFOTISA-N,external,tautomer_related,,,,not_comparable
external,CMP:QMVUFKAEMUSKNC-UHFFFAOYSA-N,external,CMP:UAIWAWQKBIKSDW-UHFFFAOYSA-N,external,high_similarity,0.85245901639344257,,,not_comparable
external,CMP:QNAYBMKLOCPYGJ-LBPDFUHNSA-N,external,CMP:QNAYBMKLOCPYGJ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:QNAYBMKLOCPYGJ-LBPDFUHNSA-N,external,CMP:QNAYBMKLOCPYGJ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:QNAYBMKLOCPYGJ-LBPDFUHNSA-N,external,CMP:QNAYBMKLOCPYGJ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:QNAYBMKLOCPYGJ-LBPDFUHNSA-N,external,CMP:QNAYBMKLOCPYGJ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:QNYBOILAKBSWFG-JTQLQIEISA-N,external,CMP:QNYBOILAKBSWFG-SNVBAGLBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:QNYBOILAKBSWFG-JTQLQIEISA-N,external,CMP:QNYBOILAKBSWFG-SNVBAGLBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:QNYBOILAKBSWFG-JTQLQIEISA-N,external,CMP:QNYBOILAKBSWFG-SNVBAGLBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,external,CMP:REAKWIQVJUHNOX-UHFFFAOYSA-N,external,high_similarity,1,1,1,same
external,CMP:QPWBTZNSNJXXSU-UHFFFAOYSA-N,external,CMP:SELDPLZGOLEBMS-UHFFFAOYSA-N,external,high_similarity,0.8545454545454545,,,not_comparable
external,CMP:QQVHEQUEHCEAKS-UHFFFAOYSA-N,external,CMP:YCZJVRCZIPDYHH-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:QSBLCEHWRSABGB-TVEKBUMESA-N,external,CMP:ZSUYPPLBIDTIOG-YBVXKORNSA-N,external,high_similarity,0.89534883720930236,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,same_connectivity,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,stereo_variant,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,tautomer_related,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-LLVKDONJSA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:QYYCPWLLBSSFBW-NSHDSACASA-N,external,CMP:QYYCPWLLBSSFBW-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RAIMVILTKHZBGN-UHFFFAOYSA-N,external,CMP:UVKYUZYYRLXWTO-UHFFFAOYSA-N,external,high_similarity,0.91304347826086951,,,not_comparable
external,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,external,CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,external,high_similarity,1,,1,not_comparable
external,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,external,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,external,high_similarity,1,,1,not_comparable
external,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,external,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,external,high_similarity,0.9285714285714286,,,not_comparable
external,CMP:RDYMFSUJUZBWLH-AZVNHNRSSA-N,external,CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,external,same_connectivity,,,0,not_comparable
external,CMP:RDYMFSUJUZBWLH-AZVNHNRSSA-N,external,CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,external,stereo_variant,,,0,not_comparable
external,CMP:RDYMFSUJUZBWLH-AZVNHNRSSA-N,external,CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,external,tautomer_related,,,0,not_comparable
external,CMP:RFPCGVSSBBBMGS-UHFFFAOYSA-N,external,CMP:ZCIOBJHSFRJWBX-UHFFFAOYSA-N,external,high_similarity,0.89411764705882357,,,not_comparable
external,CMP:RHQTYDDJBYBCQV-UHFFFAOYSA-N,external,CMP:ZNXLTODDKYXLAD-UHFFFAOYSA-N,external,high_similarity,0.84999999999999998,,,not_comparable
external,CMP:RIVKDDXPCFBMOV-KPKOZXNESA-N,external,CMP:RIVKDDXPCFBMOV-PCFHHCMKSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RIVKDDXPCFBMOV-KPKOZXNESA-N,external,CMP:RIVKDDXPCFBMOV-PCFHHCMKSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RIVKDDXPCFBMOV-KPKOZXNESA-N,external,CMP:RIVKDDXPCFBMOV-PCFHHCMKSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RKFAZBXYICVSKP-AATRIKPKSA-N,external,CMP:RKFAZBXYICVSKP-WAYWQWQTSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RKFAZBXYICVSKP-AATRIKPKSA-N,external,CMP:RKFAZBXYICVSKP-WAYWQWQTSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RKFAZBXYICVSKP-AATRIKPKSA-N,external,CMP:RKFAZBXYICVSKP-WAYWQWQTSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RKJRANQNAKBIFU-UHFFFAOYSA-N,external,CMP:SNFCQJAJPFWBDJ-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:RLGCGUQZAWGNEO-GBXIJSLDSA-N,external,CMP:RLGCGUQZAWGNEO-HRFVKAFMSA-N,external,same_connectivity,,1,1,same
external,CMP:RLGCGUQZAWGNEO-GBXIJSLDSA-N,external,CMP:RLGCGUQZAWGNEO-HRFVKAFMSA-N,external,stereo_variant,,1,1,same
external,CMP:RLGCGUQZAWGNEO-GBXIJSLDSA-N,external,CMP:RLGCGUQZAWGNEO-HRFVKAFMSA-N,external,tautomer_related,,1,1,same
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-HKUYNNGSSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RLLPVAHGXHCWKJ-MJGOQNOKSA-N,external,CMP:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RNNVXCSFOWGBQP-LJUHYIOWSA-N,external,CMP:RNNVXCSFOWGBQP-MWTIQZJTSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RNNVXCSFOWGBQP-LJUHYIOWSA-N,external,CMP:RNNVXCSFOWGBQP-MWTIQZJTSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RNNVXCSFOWGBQP-LJUHYIOWSA-N,external,CMP:RNNVXCSFOWGBQP-MWTIQZJTSA-N,external,tautomer_related,,,,not_comparable
external,CMP:ROCCEDZOOMTHHW-HCWXCVPCSA-N,external,CMP:ROCCEDZOOMTHHW-KVQBGUIXSA-N,external,same_connectivity,,,,not_comparable
external,CMP:ROCCEDZOOMTHHW-HCWXCVPCSA-N,external,CMP:ROCCEDZOOMTHHW-KVQBGUIXSA-N,external,stereo_variant,,,,not_comparable
external,CMP:ROCCEDZOOMTHHW-HCWXCVPCSA-N,external,CMP:ROCCEDZOOMTHHW-KVQBGUIXSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RPNUMPOLZDHAAY-UHFFFAOYSA-N,external,CMP:VILCJCGEZXAXTO-UHFFFAOYSA-N,external,high_similarity,0.90909090909090906,,,not_comparable
external,CMP:RSJKGSCJYJTIGS-UHFFFAOYSA-N,external,CMP:RZJRJXONCZWCBN-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:RSJKGSCJYJTIGS-UHFFFAOYSA-N,external,CMP:SNRUBQQJIBEYMU-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:RSJKGSCJYJTIGS-UHFFFAOYSA-N,external,CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:RSJKGSCJYJTIGS-UHFFFAOYSA-N,external,CMP:ZYURHZPYMFLWSH-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,external,CMP:RUDATBOHQWOJDD-UZVSRGJWSA-N,external,high_similarity,0.86538461538461542,,,not_comparable
external,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,external,CMP:RUDATBOHQWOJDD-UZVSRGJWSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,external,CMP:RUDATBOHQWOJDD-UZVSRGJWSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,external,CMP:RUDATBOHQWOJDD-UZVSRGJWSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RUMOYJJNUMEFDD-SNVBAGLBSA-N,external,CMP:RUMOYJJNUMEFDD-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:RUMOYJJNUMEFDD-SNVBAGLBSA-N,external,CMP:RUMOYJJNUMEFDD-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:RUMOYJJNUMEFDD-SNVBAGLBSA-N,external,CMP:RUMOYJJNUMEFDD-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:RWRDLPDLKQPQOW-UHFFFAOYSA-N,external,CMP:ZSIQJIWKELUFRJ-UHFFFAOYSA-N,external,high_similarity,0.88888888888888884,,,not_comparable
external,CMP:RWXNJPBIVZZSQA-BQYQJAHWSA-N,external,CMP:RWXNJPBIVZZSQA-FPLPWBNLSA-N,external,same_connectivity,,1,,not_comparable
external,CMP:RWXNJPBIVZZSQA-BQYQJAHWSA-N,external,CMP:RWXNJPBIVZZSQA-FPLPWBNLSA-N,external,stereo_variant,,1,,not_comparable
external,CMP:RWXNJPBIVZZSQA-BQYQJAHWSA-N,external,CMP:RWXNJPBIVZZSQA-FPLPWBNLSA-N,external,tautomer_related,,1,,not_comparable
external,CMP:RXUSYFJGDZFVND-UHFFFAOYSA-N,external,CMP:TUGYIJVAYAHHHM-UHFFFAOYSA-N,external,high_similarity,1,1,1,same
external,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,external,CMP:VFTFKUDGYRBSAL-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,external,CMP:XEZNGIUYQVAUSS-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,external,CMP:XKEHLMZHBXCJGZ-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,external,CMP:XQQZRZQVBFHBHL-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:RZJRJXONCZWCBN-UHFFFAOYSA-N,external,CMP:SNRUBQQJIBEYMU-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:RZJRJXONCZWCBN-UHFFFAOYSA-N,external,CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:RZJRJXONCZWCBN-UHFFFAOYSA-N,external,CMP:ZYURHZPYMFLWSH-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:RZVHIXYEVGDQDX-UHFFFAOYSA-N,external,CMP:YLQWCDOCJODRMT-UHFFFAOYSA-N,external,high_similarity,0.92307692307692313,1,,not_comparable
external,CMP:SADVTJNBWHBEOX-UHFFFAOYSA-N,external,CMP:YWMWJQGDOFPYNA-UHFFFAOYSA-N,external,high_similarity,0.88732394366197187,,,not_comparable
external,CMP:SAGCKKGPHHMTOH-OTNVPBFQSA-N,external,CMP:SAGCKKGPHHMTOH-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SAGCKKGPHHMTOH-OTNVPBFQSA-N,external,CMP:SAGCKKGPHHMTOH-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SAGCKKGPHHMTOH-OTNVPBFQSA-N,external,CMP:SAGCKKGPHHMTOH-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SAMPKXSEJLLYLT-PXNSSMCTSA-N,external,CMP:WDHBKPKURFBUFF-PXNSSMCTSA-N,external,high_similarity,1,,,not_comparable
external,CMP:SAOKZLXYCUGLFA-UHFFFAOYSA-N,external,CMP:VJHINFRRDQUWOJ-UHFFFAOYSA-N,external,high_similarity,0.9642857142857143,,,not_comparable
external,CMP:SAPGBCWOQLHKKZ-UHFFFAOYSA-N,external,CMP:WNGDGLDJIWDQAB-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:SAPGBCWOQLHKKZ-UHFFFAOYSA-N,external,CMP:XOJWAAUYNWGQAU-UHFFFAOYSA-N,external,high_similarity,0.94999999999999996,,,not_comparable
external,CMP:SCOUSWSDUZEVKV-UHFFFAOYSA-N,external,CMP:XMPQBEJBTADGKE-UHFFFAOYSA-N,external,high_similarity,0.88,,,not_comparable
external,CMP:SEBFKMXJBCUCAI-HKTJVKLFSA-N,external,CMP:SEBFKMXJBCUCAI-WAABAYLZSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SEBFKMXJBCUCAI-HKTJVKLFSA-N,external,CMP:SEBFKMXJBCUCAI-WAABAYLZSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SEBFKMXJBCUCAI-HKTJVKLFSA-N,external,CMP:SEBFKMXJBCUCAI-WAABAYLZSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SEEWCDWTXYKWKT-AZHAFVHUSA-N,external,CMP:SEEWCDWTXYKWKT-LWWSYDQCSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SEEWCDWTXYKWKT-AZHAFVHUSA-N,external,CMP:SEEWCDWTXYKWKT-LWWSYDQCSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SEEWCDWTXYKWKT-AZHAFVHUSA-N,external,CMP:SEEWCDWTXYKWKT-LWWSYDQCSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SFTCHTGYEXRTRN-UHFFFAOYSA-N,external,CMP:YBHHRFHMKJGDDD-UHFFFAOYSA-N,external,high_similarity,0.88888888888888884,,,not_comparable
external,CMP:SFTCHTGYEXRTRN-UHFFFAOYSA-N,external,CMP:YKXHUSNGHZWVJB-UHFFFAOYSA-N,external,high_similarity,0.91304347826086951,,0,not_comparable
external,CMP:SGDBTWWWUNNDEQ-LBPRGKRZSA-N,external,CMP:SGDBTWWWUNNDEQ-UHFFFAOYSA-N,external,same_connectivity,,1,1,same
external,CMP:SGDBTWWWUNNDEQ-LBPRGKRZSA-N,external,CMP:SGDBTWWWUNNDEQ-UHFFFAOYSA-N,external,stereo_variant,,1,1,same
external,CMP:SGDBTWWWUNNDEQ-LBPRGKRZSA-N,external,CMP:SGDBTWWWUNNDEQ-UHFFFAOYSA-N,external,tautomer_related,,1,1,same
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-XFYACQKRSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,same_connectivity,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,stereo_variant,,,,not_comparable
external,CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,external,CMP:SHGAZHPCJJPHSC-ZVCIMWCZSA-N,external,tautomer_related,,,,not_comparable
external,CMP:SHZIWNPUGXLXDT-UHFFFAOYSA-N,external,CMP:TVQGDYNRXLTQAP-UHFFFAOYSA-N,external,high_similarity,0.95238095238095233,,,not_comparable
external,CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,external,CMP:WNYADZVDBIBLJJ-UHFFFAOYSA-N,external,high_similarity,0.8571428571428571,1,,not_comparable
external,CMP:SNRUBQQJIBEYMU-UHFFFAOYSA-N,external,CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:SNRUBQQJIBEYMU-UHFFFAOYSA-N,external,CMP:ZYURHZPYMFLWSH-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,same_connectivity,,,1,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,stereo_variant,,,1,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,tautomer_related,,,1,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,same_connectivity,,,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,stereo_variant,,,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-GSVOUGTGSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,tautomer_related,,,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,same_connectivity,,1,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,stereo_variant,,1,,not_comparable
external,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,external,CMP:SSZWWUDQMAHNAQ-VKHMYHEASA-N,external,tautomer_related,,1,,not_comparable
external,CMP:STVPPZVCZQZHLW-UHFFFAOYSA-N,external,CMP:XJUSCPOBHFZRKU-UHFFFAOYSA-N,external,high_similarity,0.88461538461538458,,,not_comparable
external,CMP:STVZJERGLQHEKB-UHFFFAOYSA-N,external,CMP:XFCMNSHQOZQILR-UHFFFAOYSA-N,external,high_similarity,0.84999999999999998,,,not_comparable
external,CMP:STYOAVDSIDCIND-YOCJDTRFSA-N,external,CMP:WZNILJZDDKVACY-RPWXAJKISA-N,external,high_similarity,1,,,not_comparable
external,CMP:SUGRVVXCIPGQBQ-UHFFFAOYSA-N,external,CMP:UFWJRTLJUZKYMJ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:SVTBQUKRCVPUHS-UHFFFAOYSA-N,external,CMP:YGJHZCLPZAZIHH-UHFFFAOYSA-N,external,high_similarity,0.89473684210526316,,1,not_comparable
external,CMP:SYIGBRRLXXJNQN-UHFFFAOYSA-N,external,CMP:XYZWGXBGKRRUQA-UHFFFAOYSA-N,external,high_similarity,0.86567164179104472,,,not_comparable
external,CMP:TUDDRKKJHAHZAS-PLNGDYQASA-N,external,CMP:TUDDRKKJHAHZAS-SNAWJCMRSA-N,external,same_connectivity,,,,not_comparable
external,CMP:TUDDRKKJHAHZAS-PLNGDYQASA-N,external,CMP:TUDDRKKJHAHZAS-SNAWJCMRSA-N,external,stereo_variant,,,,not_comparable
external,CMP:TUDDRKKJHAHZAS-PLNGDYQASA-N,external,CMP:TUDDRKKJHAHZAS-SNAWJCMRSA-N,external,tautomer_related,,,,not_comparable
external,CMP:TUNFSRHWOTWDNC-UHFFFAOYSA-N,external,CMP:WWZKQHOCKIZLMA-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-MRVPVSSYSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:TVHQJFAUJYBAAE-QMMMGPOBSA-N,external,CMP:TVHQJFAUJYBAAE-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,same_connectivity,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,stereo_variant,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,tautomer_related,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-CLTAVNFZSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:UANHXIZTSSEALZ-NFNCENRGSA-N,external,CMP:UANHXIZTSSEALZ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,external,CMP:UBCKGWBNUIFUST-YHYXMXQVSA-N,external,same_connectivity,,,,not_comparable
external,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,external,CMP:UBCKGWBNUIFUST-YHYXMXQVSA-N,external,stereo_variant,,,,not_comparable
external,CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N,external,CMP:UBCKGWBNUIFUST-YHYXMXQVSA-N,external,tautomer_related,,,,not_comparable
external,CMP:UCTWMZQNUQWSLP-UHFFFAOYSA-N,external,CMP:UCTWMZQNUQWSLP-VIFPVBQESA-N,external,same_connectivity,,,,not_comparable
external,CMP:UCTWMZQNUQWSLP-UHFFFAOYSA-N,external,CMP:UCTWMZQNUQWSLP-VIFPVBQESA-N,external,stereo_variant,,,,not_comparable
external,CMP:UCTWMZQNUQWSLP-UHFFFAOYSA-N,external,CMP:UCTWMZQNUQWSLP-VIFPVBQESA-N,external,tautomer_related,,,,not_comparable
external,CMP:UOORRWUZONOOLO-OWOJBTEDSA-N,external,CMP:UOORRWUZONOOLO-UPHRSURJSA-N,external,same_connectivity,,,1,not_comparable
external,CMP:UOORRWUZONOOLO-OWOJBTEDSA-N,external,CMP:UOORRWUZONOOLO-UPHRSURJSA-N,external,stereo_variant,,,1,not_comparable
